id,year,fips,out_returns,out_exempt,out_agi,in_returns,in_exempt,in_agi
1453,2019,29,256,552,13433,250,539,16580
1454,2019,30,877,1622,44030,969,1781,46243
1455,2019,31,103,215,5112,143,283,8435
1456,2019,32,888,1737,74617,1208,2429,82382
1457,2019,33,52,100,3725,55,96,3858
1458,2019,34,70,111,2667,122,223,12329
1459,2019,35,225,428,16353,249,519,18143
1460,2019,36,210,331,11732,318,584,22169
1461,2019,37,269,579,12788,348,738,19051
1462,2019,38,254,514,14586,240,480,13477
1463,2019,39,230,525,12677,241,426,15431
1464,2019,40,163,366,6267,189,432,13368
1465,2019,41,2209,4141,102112,2652,5005,149284
1466,2019,42,186,361,12271,228,433,18005
1467,2019,44,16,38,1423,20,41,1014
1468,2019,45,168,339,9413,128,283,8545
1469,2019,46,92,196,5787,155,332,9705
1470,2019,47,212,445,14307,202,419,11362
1471,2019,48,1169,2511,71371,1172,2498,86938
1472,2019,49,2693,5568,125835,2641,6016,141324
1473,2019,50,20,43,1377,45,69,2899
1474,2019,51,280,598,15301,351,782,27327
1475,2019,53,4528,8004,237989,5465,10578,373790
1476,2019,54,30,57,1555,39,71,2133
1477,2019,55,149,289,7304,193,363,12863
1478,2019,56,417,855,22953,599,1210,35084
1479,2019,57,206,456,9444,246,557,11708
1480,2020,1,118,242,6724,100,190,6976
1481,2020,2,278,574,13517,512,1101,46127
1482,2020,4,1565,3155,98735,1542,3270,98484
1483,2020,5,135,350,6434,131,257,6845
1484,2020,6,2464,4490,143972,11528,25957,1271483
1485,2020,8,874,1580,50261,1415,3027,114317
1486,2020,9,52,102,2449,60,109,13450
1487,2020,10,22,41,896,43,66,2295
1488,2020,11,20,24,1399,54,77,18891
1489,2020,12,701,1469,48332,665,1236,31396
1490,2020,13,230,548,10547,275,573,21759
1491,2020,15,176,345,9017,264,562,16006
1492,2020,17,205,435,10299,400,862,41166
1493,2020,18,154,327,7608,184,407,15321
1494,2020,19,117,241,5719,166,407,11514
1495,2020,20,159,359,8114,187,486,12057
1496,2020,21,101,223,4199,97,205,5857
1497,2020,22,88,149,4099,109,252,9722
1498,2020,23,52,88,2964,57,108,7980
1499,2020,24,116,232,6152,152,335,16353
1500,2020,25,92,155,6579,113,186,9720
1501,2020,26,247,456,11571,248,528,16491
1502,2020,27,209,417,11441,302,562,21714
1503,2020,28,70,130,3403,64,118,3686
1504,2020,29,293,735,13110,271,628,17961
1505,2020,30,978,1894,52208,1021,1928,48798
1506,2020,31,134,296,7080,132,270,8330
1507,2020,32,934,1815,52216,1492,3188,99324
1508,2020,33,40,68,2670,40,91,2788
1509,2020,34,67,128,4127,118,200,10196
1510,2020,35,232,528,15519,262,586,22850
1511,2020,36,200,356,10183,378,725,47212
1512,2020,37,346,750,21844,378,816,28342
1513,2020,38,209,438,11270,294,593,19609
1514,2020,39,237,508,12749,221,465,15829
1515,2020,40,219,521,9462,195,431,11212
1516,2020,41,2230,4093,100732,3287,6694,227785
1517,2020,42,202,389,9986,268,552,20384
1518,2020,44,12,15,380,20,42,2332
1519,2020,45,154,325,9260,159,357,18151
1520,2020,46,123,212,7533,132,263,7843
1521,2020,47,265,596,17669,239,501,20233
1522,2020,48,1318,3019,73629,1392,3112,136884
1523,2020,49,2880,6807,135129,3159,7430,175919
1524,2020,50,33,64,1629,35,62,1923
1525,2020,51,337,774,19688,380,907,36477
1526,2020,53,4643,8522,237233,6799,14320,550534
1527,2020,54,39,104,2150,44,89,2529
1528,2020,55,195,377,10382,229,443,14442
1529,2020,56,408,911,43685,660,1458,42469
1530,2020,57,259,644,12108,256,647,13537
1531,2021,1,166,358,11107,123,256,6650
1532,2021,2,311,628,16238,483,950,36859
1533,2021,4,1710,3255,100959,1655,3306,122920
1534,2021,5,224,511,12341,138,263,7457
1535,2021,6,2673,4675,187478,12341,26233,1611026
1536,2021,8,906,1546,51458,1413,2702,101778
1537,2021,9,63,113,5377,79,156,9625
1538,2021,10,23,39,1382,25,44,1640
1539,2021,11,24,32,1461,37,54,4369
1540,2021,12,903,1811,57876,669,1245,50000
1541,2021,13,290,592,17463,271,517,26788
1542,2021,15,189,388,11601,267,580,21714
1543,2021,17,270,496,17095,339,682,30028
1544,2021,18,204,462,12812,174,349,14511
1545,2021,19,198,401,8545,163,289,9041
1546,2021,20,185,391,13890,186,400,19090
1547,2021,21,181,395,9600,101,219,6268
1548,2021,22,81,169,5634,128,261,7480
1549,2021,23,80,144,4128,61,119,3729
1550,2021,24,113,219,6738,149,306,12381
1551,2021,25,112,175,7053,134,228,14510
1552,2021,26,278,557,14863,253,486,18199
1553,2021,27,222,417,11364,297,552,21030
1554,2021,28,80,189,4718,69,148,3264
1555,2021,29,342,794,16368,251,451,12620
1556,2021,30,1161,2171,58458,1007,1707,54884
1557,2021,31,163,319,7548,174,330,10841
1558,2021,32,953,1758,64272,1430,2749,109034
1559,2021,33,56,99,3515,62,107,7583
1560,2021,34,70,134,4933,106,177,8687
1561,2021,35,249,460,15274,301,716,21103
1562,2021,36,272,496,30105,368,657,45365
1563,2021,37,418,842,25185,387,797,24547
1564,2021,38,222,449,12163,298,630,17909
1565,2021,39,300,640,17199,268,481,18678
1566,2021,40,263,581,12645,219,415,10391
1567,2021,41,2437,4354,125439,3634,7309,277979
1568,2021,42,246,495,16274,251,452,24375
1569,2021,44,22,36,1351,17,23,963
1570,2021,45,256,570,18702,183,334,11405
1571,2021,46,163,332,8501,118,197,7196
1572,2021,47,388,919,25876,219,460,14808
1573,2021,48,1552,3337,97634,1441,3060,106619
1574,2021,49,2939,6033,159430,3117,6851,177109
1575,2021,50,40,69,3235,37,63,2808
1576,2021,51,338,709,21322,371,799,34363
1577,2021,53,4891,8668,267339,7325,14726,579474
1578,2021,54,43,81,1615,37,80,2398
1579,2021,55,240,495,13351,214,395,12955
1580,2021,56,456,895,26993,657,1209,44670
1581,2021,57,183,381,8996,244,559,13226
