id,dest_year,origin_fips,dest_fips,returns,exempt,agi
23188,2007,85,87,2,4,53
23189,2007,87,1,39,78,1054
23190,2007,87,3,2,3,29
23191,2007,87,5,2,3,29
23192,2007,87,7,2,3,29
23193,2007,87,9,2,3,29
23194,2007,87,11,2,3,29
23195,2007,87,13,2,3,29
23196,2007,87,15,2,3,29
23197,2007,87,17,2,3,29
23198,2007,87,19,2,3,29
23199,2007,87,21,2,3,29
23200,2007,87,23,2,3,29
23201,2007,87,25,2,3,29
23202,2007,87,27,39,97,1204
23203,2007,87,29,2,3,29
23204,2007,87,31,2,3,29
23205,2007,87,33,2,3,29
23206,2007,87,35,2,3,29
23207,2007,87,37,2,3,29
23208,2007,87,39,2,3,29
23209,2007,87,41,2,3,29
23210,2007,87,43,2,3,29
23211,2007,87,45,2,3,29
23212,2007,87,47,2,3,29
23213,2007,87,49,2,3,29
23214,2007,87,51,2,3,29
23215,2007,87,53,2,3,29
23216,2007,87,55,2,3,29
23217,2007,87,57,2,3,29
23218,2007,87,59,2,3,29
23219,2007,87,61,2,3,29
23220,2007,87,63,2,3,29
23221,2007,87,65,2,3,29
23222,2007,87,67,2,3,29
23223,2007,87,69,2,3,29
23224,2007,87,71,2,3,29
23225,2007,87,73,2,3,29
23226,2007,87,75,45,107,1244
23227,2007,87,77,2,3,29
23228,2007,87,79,2,3,29
23229,2007,87,81,2,3,29
23230,2007,87,83,2,3,29
23231,2007,87,85,2,3,29
23232,2007,87,87,2884,6862,113838
23233,2008,1,1,128715,283640,8698938
23234,2008,1,3,28,51,2805
23235,2008,1,5,111,231,2960
23236,2008,1,7,5,10,182
23237,2008,1,9,5,10,182
23238,2008,1,11,34,71,1285
23239,2008,1,13,59,108,2554
23240,2008,1,15,114,211,5156
23241,2008,1,17,28,44,875
23242,2008,1,19,117,236,3706
23243,2008,1,21,5,10,182
23244,2008,1,23,5,10,182
23245,2008,1,25,5,10,182
23246,2008,1,27,2100,4374,80060
23247,2008,1,29,5,10,182
23248,2008,1,31,35,69,815
23249,2008,1,33,5,10,182
23250,2008,1,35,16,38,1207
23251,2008,1,37,10,26,706
23252,2008,1,39,161,298,5132
23253,2008,1,41,5,10,182
23254,2008,1,43,13,26,429
23255,2008,1,45,138,290,4667
23256,2008,1,47,29,56,940
23257,2008,1,49,19,45,633
23258,2008,1,51,19,38,660
23259,2008,1,53,28,51,454
23260,2008,1,55,110,197,4140
23261,2008,1,57,78,112,1789
23262,2008,1,59,14,30,558
23263,2008,1,61,5,10,182
23264,2008,1,63,5,10,182
23265,2008,1,65,24,43,405
23266,2008,1,67,24,39,529
23267,2008,1,69,33,55,914
23268,2008,1,71,5,10,182
23269,2008,1,73,46,80,2973
23270,2008,1,75,75,137,4777
23271,2008,1,77,5,10,182
23272,2008,1,79,5,10,182
23273,2008,1,81,17,35,903
23274,2008,1,83,182,348,5239
23275,2008,1,85,112,197,10018
23276,2008,1,87,32,65,1316
23277,2008,3,1,21,34,89
23278,2008,3,3,1344,2799,59589
23279,2008,3,5,1,2,37
23280,2008,3,7,1,2,37
23281,2008,3,9,1,2,37
23282,2008,3,11,1,2,37
23283,2008,3,13,1,2,37
23284,2008,3,15,1,2,37
23285,2008,3,17,1,2,37
23286,2008,3,19,1,2,37
23287,2008,3,21,1,2,37
23288,2008,3,23,1,2,37
23289,2008,3,25,1,2,37
23290,2008,3,27,11,20,340
23291,2008,3,29,1,2,37
23292,2008,3,31,1,2,37
23293,2008,3,33,1,2,37
23294,2008,3,35,1,2,37
23295,2008,3,37,1,2,37
23296,2008,3,39,1,2,37
23297,2008,3,41,1,2,37
23298,2008,3,43,1,2,37
23299,2008,3,45,1,2,37
23300,2008,3,47,1,2,37
23301,2008,3,49,1,2,37
23302,2008,3,51,1,2,37
23303,2008,3,53,1,2,37
23304,2008,3,55,1,2,37
23305,2008,3,57,1,2,37
23306,2008,3,59,1,2,37
23307,2008,3,61,1,2,37
23308,2008,3,63,1,2,37
23309,2008,3,65,1,2,37
23310,2008,3,67,1,2,37
23311,2008,3,69,1,2,37
23312,2008,3,71,1,2,37
23313,2008,3,73,1,2,37
23314,2008,3,75,1,2,37
23315,2008,3,77,1,2,37
23316,2008,3,79,1,2,37
23317,2008,3,81,1,2,37
23318,2008,3,83,1,2,37
23319,2008,3,85,22,41,664
23320,2008,3,87,1,2,37
23321,2008,5,1,180,342,7099
23322,2008,5,3,3,5,70
23323,2008,5,5,25509,58934,1256911
23324,2008,5,7,15,39,342
23325,2008,5,9,3,5,70
23326,2008,5,11,180,434,5163
23327,2008,5,13,11,23,473
23328,2008,5,15,3,5,70
23329,2008,5,17,3,5,70
23330,2008,5,19,152,364,5508
23331,2008,5,21,3,5,70
23332,2008,5,23,3,5,70
23333,2008,5,25,3,5,70
23334,2008,5,27,42,101,1256
23335,2008,5,29,36,81,803
23336,2008,5,31,15,34,546
23337,2008,5,33,3,5,70
23338,2008,5,35,3,5,70
23339,2008,5,37,3,5,70
23340,2008,5,39,3,5,70
23341,2008,5,41,22,58,694
23342,2008,5,43,15,32,296
23343,2008,5,45,3,5,70
23344,2008,5,47,3,5,70
23345,2008,5,49,3,5,70
23346,2008,5,51,26,84,1054
23347,2008,5,53,3,5,70
23348,2008,5,55,13,30,436
23349,2008,5,57,14,33,356
23350,2008,5,59,10,18,400
23351,2008,5,61,3,5,70
23352,2008,5,63,3,5,70
23353,2008,5,65,23,66,1145
23354,2008,5,67,19,35,513
23355,2008,5,69,3,5,70
23356,2008,5,71,12,28,314
23357,2008,5,73,3,5,70
23358,2008,5,75,3,5,70
23359,2008,5,77,58,122,1760
23360,2008,5,79,3,5,70
23361,2008,5,81,14,21,493
23362,2008,5,83,60,140,2312
23363,2008,5,85,3,5,70
23364,2008,5,87,3,5,70
23365,2008,7,1,1,2,30
23366,2008,7,3,1,2,30
23367,2008,7,5,26,47,1557
23368,2008,7,7,1984,4866,89941
23369,2008,7,9,1,2,30
23370,2008,7,11,1,2,30
23371,2008,7,13,1,2,30
23372,2008,7,15,1,2,30
23373,2008,7,17,1,2,30
23374,2008,7,19,1,2,30
23375,2008,7,21,1,2,30
23376,2008,7,23,1,2,30
23377,2008,7,25,1,2,30
23378,2008,7,27,1,2,30
23379,2008,7,29,1,2,30
23380,2008,7,31,1,2,30
23381,2008,7,33,1,2,30
23382,2008,7,35,1,2,30
23383,2008,7,37,1,2,30
23384,2008,7,39,1,2,30
23385,2008,7,41,1,2,30
23386,2008,7,43,1,2,30
23387,2008,7,45,1,2,30
23388,2008,7,47,1,2,30
23389,2008,7,49,1,2,30
23390,2008,7,51,1,2,30
23391,2008,7,53,1,2,30
23392,2008,7,55,1,2,30
23393,2008,7,57,1,2,30
23394,2008,7,59,1,2,30
23395,2008,7,61,1,2,30
23396,2008,7,63,1,2,30
23397,2008,7,65,1,2,30
23398,2008,7,67,1,2,30
23399,2008,7,69,1,2,30
23400,2008,7,71,1,2,30
23401,2008,7,73,1,2,30
23402,2008,7,75,1,2,30
23403,2008,7,77,1,2,30
23404,2008,7,79,1,2,30
23405,2008,7,81,1,2,30
23406,2008,7,83,1,2,30
23407,2008,7,85,1,2,30
23408,2008,7,87,1,2,30
23409,2008,9,1,1,2,17
23410,2008,9,3,1,2,17
23411,2008,9,5,1,2,17
23412,2008,9,7,1,2,17
23413,2008,9,9,3131,6969,136997
23414,2008,9,11,1,2,17
23415,2008,9,13,1,2,17
23416,2008,9,15,1,2,17
23417,2008,9,17,1,2,17
23418,2008,9,19,1,2,17
23419,2008,9,21,1,2,17
23420,2008,9,23,1,2,17
23421,2008,9,25,1,2,17
23422,2008,9,27,1,2,17
23423,2008,9,29,1,2,17
23424,2008,9,31,1,2,17
23425,2008,9,33,1,2,17
23426,2008,9,35,1,2,17
23427,2008,9,37,1,2,17
23428,2008,9,39,1,2,17
23429,2008,9,41,1,2,17
23430,2008,9,43,1,2,17
23431,2008,9,45,1,2,17
23432,2008,9,47,1,2,17
23433,2008,9,49,1,2,17
23434,2008,9,51,1,2,17
23435,2008,9,53,1,2,17
23436,2008,9,55,67,140,2161
23437,2008,9,57,11,28,366
23438,2008,9,59,1,2,17
23439,2008,9,61,1,2,17
23440,2008,9,63,1,2,17
23441,2008,9,65,1,2,17
23442,2008,9,67,1,2,17
23443,2008,9,69,1,2,17
23444,2008,9,71,1,2,17
23445,2008,9,73,1,2,17
23446,2008,9,75,1,2,17
23447,2008,9,77,1,2,17
23448,2008,9,79,1,2,17
23449,2008,9,81,1,2,17
23450,2008,9,83,1,2,17
23451,2008,9,85,1,2,17
23452,2008,9,87,1,2,17
23453,2008,11,1,33,47,744
23454,2008,11,3,3,5,75
23455,2008,11,5,189,370,4888
23456,2008,11,7,3,5,75
23457,2008,11,9,3,5,75
23458,2008,11,11,13598,35649,631161
23459,2008,11,13,3,5,75
23460,2008,11,15,3,5,75
23461,2008,11,17,3,5,75
23462,2008,11,19,310,691,9079
23463,2008,11,21,3,5,75
23464,2008,11,23,3,5,75
23465,2008,11,25,3,5,75
23466,2008,11,27,17,50,681
23467,2008,11,29,3,5,75
23468,2008,11,31,3,5,75
23469,2008,11,33,3,5,75
23470,2008,11,35,3,5,75
23471,2008,11,37,3,5,75
23472,2008,11,39,3,5,75
23473,2008,11,41,3,5,75
23474,2008,11,43,10,27,303
23475,2008,11,45,3,5,75
23476,2008,11,47,3,5,75
23477,2008,11,49,3,5,75
23478,2008,11,51,31,98,1297
23479,2008,11,53,3,5,75
23480,2008,11,55,3,5,75
23481,2008,11,57,3,5,75
23482,2008,11,59,3,5,75
23483,2008,11,61,3,5,75
23484,2008,11,63,3,5,75
23485,2008,11,65,38,84,922
23486,2008,11,67,3,5,75
23487,2008,11,69,3,5,75
23488,2008,11,71,3,5,75
23489,2008,11,73,3,5,75
23490,2008,11,75,3,5,75
23491,2008,11,77,21,57,98
23492,2008,11,79,3,5,75
23493,2008,11,81,3,5,75
23494,2008,11,83,3,5,75
23495,2008,11,85,3,5,75
23496,2008,11,87,3,5,75
23497,2008,13,1,80,124,3533
23498,2008,13,3,2,4,73
23499,2008,13,5,2,4,73
23500,2008,13,7,2,4,73
23501,2008,13,9,2,4,73
23502,2008,13,11,2,4,73
23503,2008,13,13,7741,16790,747508
23504,2008,13,15,2,4,73
23505,2008,13,17,2,4,73
23506,2008,13,19,2,4,73
23507,2008,13,21,2,4,73
23508,2008,13,23,2,4,73
23509,2008,13,25,11,27,600
23510,2008,13,27,2,4,73
23511,2008,13,29,2,4,73
23512,2008,13,31,2,4,73
23513,2008,13,33,2,4,73
23514,2008,13,35,2,4,73
23515,2008,13,37,2,4,73
23516,2008,13,39,2,4,73
23517,2008,13,41,2,4,73
23518,2008,13,43,2,4,73
23519,2008,13,45,2,4,73
23520,2008,13,47,2,4,73
23521,2008,13,49,2,4,73
23522,2008,13,51,2,4,73
23523,2008,13,53,2,4,73
23524,2008,13,55,2,4,73
23525,2008,13,57,2,4,73
23526,2008,13,59,2,4,73
23527,2008,13,61,2,4,73
23528,2008,13,63,32,100,1244
23529,2008,13,65,2,4,73
23530,2008,13,67,2,4,73
23531,2008,13,69,2,4,73
23532,2008,13,71,2,4,73
23533,2008,13,73,2,4,73
23534,2008,13,75,2,4,73
23535,2008,13,77,2,4,73
23536,2008,13,79,2,4,73
23537,2008,13,81,2,4,73
23538,2008,13,83,36,63,1267
23539,2008,13,85,2,4,73
23540,2008,13,87,2,4,73
23541,2008,15,1,115,215,4802
23542,2008,15,3,1,2,29
23543,2008,15,5,1,2,29
23544,2008,15,7,1,2,29
23545,2008,15,9,1,2,29
23546,2008,15,11,1,2,29
23547,2008,15,13,1,2,29
23548,2008,15,15,2236,4950,132537
23549,2008,15,17,1,2,29
23550,2008,15,19,1,2,29
23551,2008,15,21,1,2,29
23552,2008,15,23,1,2,29
23553,2008,15,25,1,2,29
23554,2008,15,27,15,26,328
23555,2008,15,29,1,2,29
23556,2008,15,31,1,2,29
23557,2008,15,33,1,2,29
23558,2008,15,35,1,2,29
23559,2008,15,37,1,2,29
23560,2008,15,39,1,2,29
23561,2008,15,41,1,2,29
23562,2008,15,43,1,2,29
23563,2008,15,45,11,24,321
23564,2008,15,47,1,2,29
23565,2008,15,49,1,2,29
23566,2008,15,51,1,2,29
23567,2008,15,53,1,2,29
23568,2008,15,55,1,2,29
23569,2008,15,57,1,2,29
23570,2008,15,59,1,2,29
23571,2008,15,61,1,2,29
23572,2008,15,63,1,2,29
23573,2008,15,65,1,2,29
23574,2008,15,67,1,2,29
23575,2008,15,69,1,2,29
23576,2008,15,71,1,2,29
23577,2008,15,73,1,2,29
23578,2008,15,75,1,2,29
23579,2008,15,77,1,2,29
23580,2008,15,79,1,2,29
23581,2008,15,81,1,2,29
23582,2008,15,83,1,2,29
23583,2008,15,85,1,2,29
23584,2008,15,87,1,2,29
23585,2008,17,1,25,37,761
23586,2008,17,3,1,2,37
23587,2008,17,5,1,2,37
23588,2008,17,7,1,2,37
23589,2008,17,9,1,2,37
23590,2008,17,11,1,2,37
23591,2008,17,13,1,2,37
23592,2008,17,15,1,2,37
23593,2008,17,17,13543,28791,655398
23594,2008,17,19,1,2,37
23595,2008,17,21,36,68,1791
23596,2008,17,23,1,2,37
23597,2008,17,25,1,2,37
23598,2008,17,27,10,26,148
23599,2008,17,29,1,2,37
23600,2008,17,31,1,2,37
23601,2008,17,33,1,2,37
23602,2008,17,35,1,2,37
23603,2008,17,37,1,2,37
23604,2008,17,39,1,2,37
23605,2008,17,41,1,2,37
23606,2008,17,43,1,2,37
23607,2008,17,45,1,2,37
23608,2008,17,47,1,2,37
23609,2008,17,49,1,2,37
23610,2008,17,51,1,2,37
23611,2008,17,53,1,2,37
23612,2008,17,55,219,415,6422
23613,2008,17,57,25,43,702
23614,2008,17,59,1,2,37
23615,2008,17,61,1,2,37
23616,2008,17,63,1,2,37
23617,2008,17,65,1,2,37
23618,2008,17,67,1,2,37
23619,2008,17,69,1,2,37
23620,2008,17,71,1,2,37
23621,2008,17,73,1,2,37
23622,2008,17,75,1,2,37
23623,2008,17,77,1,2,37
23624,2008,17,79,1,2,37
23625,2008,17,81,1,2,37
23626,2008,17,83,1,2,37
23627,2008,17,85,1,2,37
23628,2008,17,87,1,2,37
23629,2008,19,1,162,329,6029
23630,2008,19,3,3,6,76
23631,2008,19,5,138,251,3611
23632,2008,19,7,3,6,76
23633,2008,19,9,3,6,76
23634,2008,19,11,216,530,7776
23635,2008,19,13,3,6,76
23636,2008,19,15,3,6,76
23637,2008,19,17,3,6,76
23638,2008,19,19,31363,78534,1901276
23639,2008,19,21,3,6,76
23640,2008,19,23,3,6,76
23641,2008,19,25,3,6,76
23642,2008,19,27,35,77,967
23643,2008,19,29,3,6,76
23644,2008,19,31,3,6,76
23645,2008,19,33,3,6,76
23646,2008,19,35,3,6,76
23647,2008,19,37,3,6,76
23648,2008,19,39,3,6,76
23649,2008,19,41,3,6,76
23650,2008,19,43,29,55,1149
23651,2008,19,45,3,6,76
23652,2008,19,47,3,6,76
23653,2008,19,49,3,6,76
23654,2008,19,51,267,705,9812
23655,2008,19,53,3,6,76
23656,2008,19,55,18,37,1106
23657,2008,19,57,19,24,418
23658,2008,19,59,3,6,76
23659,2008,19,61,3,6,76
23660,2008,19,63,3,6,76
23661,2008,19,65,104,232,2671
23662,2008,19,67,3,6,76
23663,2008,19,69,3,6,76
23664,2008,19,71,3,6,76
23665,2008,19,73,3,6,76
23666,2008,19,75,3,6,76
23667,2008,19,77,3,6,76
23668,2008,19,79,3,6,76
23669,2008,19,81,25,55,1028
23670,2008,19,83,32,81,972
23671,2008,19,85,3,6,76
23672,2008,19,87,3,6,76
23673,2008,21,1,1,2,23
23674,2008,21,3,1,2,23
23675,2008,21,5,1,2,23
23676,2008,21,7,1,2,23
23677,2008,21,9,1,2,23
23678,2008,21,11,1,2,23
23679,2008,21,13,1,2,23
23680,2008,21,15,1,2,23
23681,2008,21,17,40,87,1259
23682,2008,21,19,1,2,23
23683,2008,21,21,3502,8048,142547
23684,2008,21,23,1,2,23
23685,2008,21,25,1,2,23
23686,2008,21,27,1,2,23
23687,2008,21,29,1,2,23
23688,2008,21,31,1,2,23
23689,2008,21,33,1,2,23
23690,2008,21,35,1,2,23
23691,2008,21,37,1,2,23
23692,2008,21,39,1,2,23
23693,2008,21,41,1,2,23
23694,2008,21,43,1,2,23
23695,2008,21,45,1,2,23
23696,2008,21,47,1,2,23
23697,2008,21,49,1,2,23
23698,2008,21,51,1,2,23
23699,2008,21,53,1,2,23
23700,2008,21,55,45,91,1251
23701,2008,21,57,1,2,23
23702,2008,21,59,1,2,23
23703,2008,21,61,1,2,23
23704,2008,21,63,1,2,23
23705,2008,21,65,1,2,23
23706,2008,21,67,1,2,23
23707,2008,21,69,1,2,23
23708,2008,21,71,1,2,23
23709,2008,21,73,1,2,23
23710,2008,21,75,1,2,23
23711,2008,21,77,1,2,23
23712,2008,21,79,1,2,23
23713,2008,21,81,1,2,23
23714,2008,21,83,1,2,23
23715,2008,21,85,1,2,23
23716,2008,21,87,1,2,23
23717,2008,23,1,1,3,31
23718,2008,23,3,1,3,31
23719,2008,23,5,12,18,392
23720,2008,23,7,1,3,31
23721,2008,23,9,1,3,31
23722,2008,23,11,1,3,31
23723,2008,23,13,1,3,31
23724,2008,23,15,1,3,31
23725,2008,23,17,1,3,31
23726,2008,23,19,15,31,716
23727,2008,23,21,1,3,31
23728,2008,23,23,890,2219,39512
23729,2008,23,25,1,3,31
23730,2008,23,27,1,3,31
23731,2008,23,29,1,3,31
23732,2008,23,31,1,3,31
23733,2008,23,33,1,3,31
23734,2008,23,35,1,3,31
23735,2008,23,37,1,3,31
23736,2008,23,39,1,3,31
23737,2008,23,41,1,3,31
23738,2008,23,43,1,3,31
23739,2008,23,45,1,3,31
23740,2008,23,47,1,3,31
23741,2008,23,49,1,3,31
23742,2008,23,51,1,3,31
23743,2008,23,53,1,3,31
23744,2008,23,55,1,3,31
23745,2008,23,57,1,3,31
23746,2008,23,59,1,3,31
23747,2008,23,61,1,3,31
23748,2008,23,63,1,3,31
23749,2008,23,65,1,3,31
23750,2008,23,67,1,3,31
23751,2008,23,69,1,3,31
23752,2008,23,71,1,3,31
23753,2008,23,73,1,3,31
23754,2008,23,75,1,3,31
23755,2008,23,77,1,3,31
23756,2008,23,79,1,3,31
23757,2008,23,81,1,3,31
23758,2008,23,83,1,3,31
23759,2008,23,85,1,3,31
23760,2008,23,87,1,3,31
23761,2008,25,1,0,0,0
23762,2008,25,3,0,0,0
23763,2008,25,5,0,0,0
23764,2008,25,7,0,0,0
23765,2008,25,9,0,0,0
23766,2008,25,11,0,0,0
23767,2008,25,13,0,0,0
23768,2008,25,15,0,0,0
23769,2008,25,17,0,0,0
23770,2008,25,19,0,0,0
23771,2008,25,21,0,0,0
23772,2008,25,23,0,0,0
23773,2008,25,25,331,717,16322
23774,2008,25,27,0,0,0
23775,2008,25,29,0,0,0
23776,2008,25,31,0,0,0
23777,2008,25,33,0,0,0
23778,2008,25,35,0,0,0
23779,2008,25,37,0,0,0
23780,2008,25,39,0,0,0
23781,2008,25,41,0,0,0
23782,2008,25,43,0,0,0
23783,2008,25,45,0,0,0
23784,2008,25,47,0,0,0
23785,2008,25,49,0,0,0
23786,2008,25,51,0,0,0
23787,2008,25,53,0,0,0
23788,2008,25,55,0,0,0
23789,2008,25,57,0,0,0
23790,2008,25,59,0,0,0
23791,2008,25,61,0,0,0
23792,2008,25,63,0,0,0
23793,2008,25,65,0,0,0
23794,2008,25,67,0,0,0
23795,2008,25,69,0,0,0
23796,2008,25,71,0,0,0
23797,2008,25,73,0,0,0
23798,2008,25,75,0,0,0
23799,2008,25,77,0,0,0
23800,2008,25,79,0,0,0
23801,2008,25,81,0,0,0
23802,2008,25,83,0,0,0
23803,2008,25,85,0,0,0
23804,2008,25,87,0,0,0
23805,2008,27,1,1715,3392,55928
23806,2008,27,3,11,33,413
23807,2008,27,5,45,99,1432
23808,2008,27,7,4,10,151
23809,2008,27,9,4,10,151
23810,2008,27,11,19,46,547
23811,2008,27,13,4,10,151
23812,2008,27,15,15,34,628
23813,2008,27,17,4,10,151
23814,2008,27,19,38,106,1538
23815,2008,27,21,4,10,151
23816,2008,27,23,4,10,151
23817,2008,27,25,4,10,151
23818,2008,27,27,53835,136183,2469469
23819,2008,27,29,4,10,151
23820,2008,27,31,16,40,412
23821,2008,27,33,4,10,151
23822,2008,27,35,4,10,151
23823,2008,27,37,4,10,151
23824,2008,27,39,28,58,714
23825,2008,27,41,4,10,151
23826,2008,27,43,4,10,151
23827,2008,27,45,64,156,1904
23828,2008,27,47,13,32,521
23829,2008,27,49,4,10,151
23830,2008,27,51,4,10,151
23831,2008,27,53,4,10,151
23832,2008,27,55,47,105,1581
23833,2008,27,57,25,39,645
23834,2008,27,59,4,10,151
23835,2008,27,61,4,10,151
23836,2008,27,63,4,10,151
23837,2008,27,65,16,36,265
23838,2008,27,67,17,42,624
23839,2008,27,69,20,41,810
23840,2008,27,71,4,10,151
23841,2008,27,73,152,398,4819
23842,2008,27,75,90,245,2906
23843,2008,27,77,4,10,151
23844,2008,27,79,4,10,151
23845,2008,27,81,4,10,151
23846,2008,27,83,59,135,2704
23847,2008,27,85,34,86,2404
23848,2008,27,87,27,64,938
23849,2008,29,1,1,2,41
23850,2008,29,3,1,2,41
23851,2008,29,5,44,68,1014
23852,2008,29,7,1,2,41
23853,2008,29,9,1,2,41
23854,2008,29,11,1,2,41
23855,2008,29,13,1,2,41
23856,2008,29,15,1,2,41
23857,2008,29,17,1,2,41
23858,2008,29,19,1,2,41
23859,2008,29,21,1,2,41
23860,2008,29,23,1,2,41
23861,2008,29,25,1,2,41
23862,2008,29,27,1,2,41
23863,2008,29,29,2239,5665,123320
23864,2008,29,31,1,2,41
23865,2008,29,33,1,2,41
23866,2008,29,35,1,2,41
23867,2008,29,37,1,2,41
23868,2008,29,39,1,2,41
23869,2008,29,41,1,2,41
23870,2008,29,43,1,2,41
23871,2008,29,45,1,2,41
23872,2008,29,47,1,2,41
23873,2008,29,49,1,2,41
23874,2008,29,51,1,2,41
23875,2008,29,53,1,2,41
23876,2008,29,55,1,2,41
23877,2008,29,57,1,2,41
23878,2008,29,59,1,2,41
23879,2008,29,61,1,2,41
23880,2008,29,63,1,2,41
23881,2008,29,65,1,2,41
23882,2008,29,67,1,2,41
23883,2008,29,69,1,2,41
23884,2008,29,71,1,2,41
23885,2008,29,73,1,2,41
23886,2008,29,75,1,2,41
23887,2008,29,77,1,2,41
23888,2008,29,79,1,2,41
23889,2008,29,81,1,2,41
23890,2008,29,83,1,2,41
23891,2008,29,85,1,2,41
23892,2008,29,87,1,2,41
23893,2008,31,1,45,78,1611
23894,2008,31,3,2,4,43
23895,2008,31,5,21,38,1126
23896,2008,31,7,2,4,43
23897,2008,31,9,2,4,43
23898,2008,31,11,2,4,43
23899,2008,31,13,2,4,43
23900,2008,31,15,2,4,43
23901,2008,31,17,2,4,43
23902,2008,31,19,2,4,43
23903,2008,31,21,2,4,43
23904,2008,31,23,2,4,43
23905,2008,31,25,2,4,43
23906,2008,31,27,2,4,43
23907,2008,31,29,2,4,43
23908,2008,31,31,6233,17025,270163
23909,2008,31,33,2,4,43
23910,2008,31,35,2,4,43
23911,2008,31,37,2,4,43
23912,2008,31,39,2,4,43
23913,2008,31,41,2,4,43
23914,2008,31,43,2,4,43
23915,2008,31,45,2,4,43
23916,2008,31,47,2,4,43
23917,2008,31,49,2,4,43
23918,2008,31,51,2,4,43
23919,2008,31,53,13,40,307
23920,2008,31,55,2,4,43
23921,2008,31,57,2,4,43
23922,2008,31,59,2,4,43
23923,2008,31,61,2,4,43
23924,2008,31,63,2,4,43
23925,2008,31,65,13,22,222
23926,2008,31,67,169,421,5267
23927,2008,31,69,2,4,43
23928,2008,31,71,2,4,43
23929,2008,31,73,2,4,43
23930,2008,31,75,2,4,43
23931,2008,31,77,2,4,43
23932,2008,31,79,2,4,43
23933,2008,31,81,2,4,43
23934,2008,31,83,57,107,1549
23935,2008,31,85,2,4,43
23936,2008,31,87,2,4,43
23937,2008,33,1,0,0,0
23938,2008,33,3,0,0,0
23939,2008,33,5,0,0,0
23940,2008,33,7,0,0,0
23941,2008,33,9,0,0,0
23942,2008,33,11,0,0,0
23943,2008,33,13,0,0,0
23944,2008,33,15,0,0,0
23945,2008,33,17,0,0,0
23946,2008,33,19,0,0,0
23947,2008,33,21,0,0,0
23948,2008,33,23,0,0,0
23949,2008,33,25,0,0,0
23950,2008,33,27,0,0,0
23951,2008,33,29,0,0,0
23952,2008,33,31,0,0,0
23953,2008,33,33,268,767,9451
23954,2008,33,35,0,0,0
23955,2008,33,37,0,0,0
23956,2008,33,39,0,0,0
23957,2008,33,41,0,0,0
23958,2008,33,43,0,0,0
23959,2008,33,45,0,0,0
23960,2008,33,47,0,0,0
23961,2008,33,49,0,0,0
23962,2008,33,51,0,0,0
23963,2008,33,53,0,0,0
23964,2008,33,55,0,0,0
23965,2008,33,57,0,0,0
23966,2008,33,59,0,0,0
23967,2008,33,61,0,0,0
23968,2008,33,63,0,0,0
23969,2008,33,65,0,0,0
23970,2008,33,67,0,0,0
23971,2008,33,69,0,0,0
23972,2008,33,71,0,0,0
23973,2008,33,73,0,0,0
23974,2008,33,75,0,0,0
23975,2008,33,77,0,0,0
23976,2008,33,79,0,0,0
23977,2008,33,81,0,0,0
23978,2008,33,83,0,0,0
23979,2008,33,85,0,0,0
23980,2008,33,87,0,0,0
23981,2008,35,1,2,2,33
23982,2008,35,3,2,2,33
23983,2008,35,5,2,2,33
23984,2008,35,7,2,2,33
23985,2008,35,9,2,2,33
23986,2008,35,11,2,2,33
23987,2008,35,13,2,2,33
23988,2008,35,15,2,2,33
23989,2008,35,17,2,2,33
23990,2008,35,19,2,2,33
23991,2008,35,21,2,2,33
23992,2008,35,23,2,2,33
23993,2008,35,25,2,2,33
23994,2008,35,27,2,2,33
23995,2008,35,29,2,2,33
23996,2008,35,31,2,2,33
23997,2008,35,33,2,2,33
23998,2008,35,35,2839,5983,122627
23999,2008,35,37,2,2,33
24000,2008,35,39,2,2,33
24001,2008,35,41,2,2,33
24002,2008,35,43,2,2,33
24003,2008,35,45,2,2,33
24004,2008,35,47,2,2,33
24005,2008,35,49,2,2,33
24006,2008,35,51,2,2,33
24007,2008,35,53,2,2,33
24008,2008,35,55,2,2,33
24009,2008,35,57,18,36,605
24010,2008,35,59,2,2,33
24011,2008,35,61,11,24,367
24012,2008,35,63,2,2,33
24013,2008,35,65,2,2,33
24014,2008,35,67,2,2,33
24015,2008,35,69,67,120,1910
24016,2008,35,71,2,2,33
24017,2008,35,73,2,2,33
24018,2008,35,75,2,2,33
24019,2008,35,77,2,2,33
24020,2008,35,79,2,2,33
24021,2008,35,81,2,2,33
24022,2008,35,83,2,2,33
24023,2008,35,85,2,2,33
24024,2008,35,87,2,2,33
24025,2008,37,1,2,4,62
24026,2008,37,3,2,4,62
24027,2008,37,5,2,4,62
24028,2008,37,7,2,4,62
24029,2008,37,9,2,4,62
24030,2008,37,11,2,4,62
24031,2008,37,13,2,4,62
24032,2008,37,15,2,4,62
24033,2008,37,17,2,4,62
24034,2008,37,19,2,4,62
24035,2008,37,21,2,4,62
24036,2008,37,23,2,4,62
24037,2008,37,25,2,4,62
24038,2008,37,27,2,4,62
24039,2008,37,29,2,4,62
24040,2008,37,31,2,4,62
24041,2008,37,33,2,4,62
24042,2008,37,35,2,4,62
24043,2008,37,37,1394,3004,72917
24044,2008,37,39,2,4,62
24045,2008,37,41,2,4,62
24046,2008,37,43,2,4,62
24047,2008,37,45,2,4,62
24048,2008,37,47,2,4,62
24049,2008,37,49,2,4,62
24050,2008,37,51,2,4,62
24051,2008,37,53,2,4,62
24052,2008,37,55,2,4,62
