id,year,countyfips,type,out_returns,out_exempt,out_agi,in_returns,in_exempt,in_agi
1078,2006,71,diff_state,59,128,1915,60,153,2112
1079,2006,73,same_state,276,691,7913,243,592,8820
1080,2006,73,diff_state,87,194,2148,122,279,4921
1081,2006,75,same_state,339,723,11369,323,785,11686
1082,2006,75,diff_state,330,723,10012,411,948,15636
1083,2006,77,same_state,134,286,3987,105,272,2484
1084,2006,77,diff_state,53,119,1723,51,149,1786
1085,2006,79,same_state,157,305,4789,148,323,4651
1086,2006,79,diff_state,163,310,4686,234,456,8240
1087,2006,81,same_state,78,177,3731,77,158,3328
1088,2006,81,diff_state,199,391,10627,305,548,12846
1089,2006,83,same_state,949,1948,28989,1038,2210,30510
1090,2006,83,diff_state,814,1704,27595,1103,2492,41232
1091,2006,83,foreign,13,15,380,17,25,346
1092,2006,85,same_state,221,429,8060,299,614,14474
1093,2006,85,diff_state,142,261,6257,276,531,12751
1094,2006,87,same_state,167,380,5382,136,323,5548
1095,2006,87,diff_state,124,238,3200,152,309,4835
1096,2007,1,same_state,3791,7805,153845,4176,7729,139214
1097,2007,1,diff_state,4888,9690,302231,7185,14810,384482
1098,2007,1,foreign,96,187,4337,137,231,4885
1099,2007,3,same_state,73,146,2855,96,203,4051
1100,2007,3,diff_state,53,79,2761,47,83,2276
1101,2007,5,same_state,987,2151,32326,976,1976,27792
1102,2007,5,diff_state,1112,2335,40774,992,2119,37531
1103,2007,5,foreign,13,28,437,59,84,1201
1104,2007,7,same_state,66,140,1709,42,79,1096
1105,2007,7,diff_state,82,181,2590,105,218,3827
1106,2007,9,same_state,116,229,3382,100,201,3081
1107,2007,9,diff_state,115,225,3209,129,276,4738
1108,2007,11,same_state,714,1606,20960,610,1517,22913
1109,2007,11,diff_state,351,832,14913,354,885,19116
1110,2007,13,same_state,287,563,11905,204,392,10002
1111,2007,13,diff_state,391,605,23463,387,686,24862
1112,2007,13,foreign,25,25,393,0,0,0
1113,2007,15,same_state,178,335,9180,168,366,8059
1114,2007,15,diff_state,52,93,2465,90,192,4357
1115,2007,17,same_state,333,625,13382,280,539,9114
1116,2007,17,diff_state,635,1165,23998,868,1739,53624
1117,2007,17,foreign,0,0,0,12,26,491
1118,2007,19,same_state,1133,2524,42116,1326,3003,44985
1119,2007,19,diff_state,1160,2557,55368,1395,3411,68029
1120,2007,19,foreign,22,45,1334,17,39,708
1121,2007,21,same_state,100,195,3773,97,203,3480
1122,2007,21,diff_state,141,299,4427,222,474,8905
1123,2007,23,same_state,55,110,1652,31,65,956
1124,2007,23,diff_state,17,33,329,34,86,1594
1125,2007,25,same_state,0,0,0,28,50,1077
1126,2007,25,diff_state,0,0,0,13,27,352
1127,2007,27,same_state,2554,5465,88420,2883,6321,103494
1128,2007,27,diff_state,1579,3728,60331,2803,6927,107615
1129,2007,27,foreign,27,40,555,30,60,492
1130,2007,29,same_state,96,200,3773,72,173,3291
1131,2007,29,diff_state,66,157,3359,74,200,3633
1132,2007,31,same_state,362,892,10252,318,775,9464
1133,2007,31,diff_state,187,416,6520,186,499,6921
1134,2007,33,same_state,0,0,0,10,26,276
1135,2007,33,diff_state,0,0,0,16,32,562
1136,2007,35,same_state,149,286,4654,98,195,3067
1137,2007,35,diff_state,100,186,2605,141,300,6470
1138,2007,37,same_state,84,148,2428,60,126,2175
1139,2007,37,diff_state,48,81,1768,63,117,6485
1140,2007,39,same_state,379,692,11772,295,636,10056
1141,2007,39,diff_state,818,1862,30232,932,2019,31217
1142,2007,39,foreign,174,395,5913,237,556,7944
1143,2007,41,same_state,69,155,2068,59,165,2110
1144,2007,41,diff_state,202,472,6453,179,513,7954
1145,2007,43,same_state,243,545,7018,199,504,8756
1146,2007,43,diff_state,122,258,3916,126,263,4076
1147,2007,45,same_state,337,689,10560,303,640,17989
1148,2007,45,diff_state,147,304,9954,214,473,8461
1149,2007,47,same_state,277,642,11824,248,608,5007
1150,2007,47,diff_state,148,313,4346,146,344,11241
1151,2007,49,same_state,193,356,6055,169,371,6989
1152,2007,49,diff_state,153,291,5898,222,424,8097
1153,2007,51,same_state,473,1123,15899,509,1371,19817
1154,2007,51,diff_state,201,447,7427,274,774,12768
1155,2007,53,same_state,469,1115,14625,430,1032,13504
1156,2007,53,diff_state,171,391,12111,232,568,7581
1157,2007,55,same_state,661,1196,20472,791,1493,25428
1158,2007,55,diff_state,2231,4194,85440,2909,5884,140250
1159,2007,55,foreign,24,42,516,33,44,879
1160,2007,57,same_state,550,977,14965,463,788,15114
1161,2007,57,diff_state,1000,1670,31826,860,1539,36612
1162,2007,57,foreign,19,28,382,74,88,1970
1163,2007,59,same_state,103,205,2980,84,168,3377
1164,2007,59,diff_state,104,214,3634,124,256,4634
1165,2007,61,same_state,83,175,2386,53,122,1811
1166,2007,61,diff_state,39,88,1181,60,127,2378
1167,2007,63,same_state,110,269,3336,117,268,3455
1168,2007,63,diff_state,22,40,726,49,116,1293
1169,2007,65,same_state,559,1440,15280,443,1006,11242
1170,2007,65,diff_state,893,2055,21137,810,1818,21918
1171,2007,65,foreign,0,0,0,43,43,189
1172,2007,67,same_state,398,889,10549,290,711,7493
1173,2007,67,diff_state,168,366,4915,169,411,5342
1174,2007,69,same_state,345,650,10995,404,750,13034
1175,2007,69,diff_state,752,1398,25924,647,1289,23766
1176,2007,71,same_state,35,62,697,23,49,574
1177,2007,71,diff_state,63,138,2217,74,163,2300
1178,2007,73,same_state,287,692,8350,255,594,8567
1179,2007,73,diff_state,87,187,3368,98,246,3637
1180,2007,75,same_state,307,646,10384,332,796,11367
1181,2007,75,diff_state,300,652,10705,433,957,16287
1182,2007,77,same_state,156,360,6937,99,243,2445
1183,2007,77,diff_state,54,139,1898,61,162,1949
1184,2007,79,same_state,154,321,5176,146,290,4493
1185,2007,79,diff_state,186,355,6191,203,394,6708
1186,2007,81,same_state,81,182,4238,79,203,3773
1187,2007,81,diff_state,198,402,14208,373,624,18835
1188,2007,83,same_state,998,2077,28407,1037,2270,35352
1189,2007,83,diff_state,814,1661,25303,1029,2266,39352
1190,2007,83,foreign,13,25,218,0,0,0
1191,2007,85,same_state,261,502,9815,283,564,12705
1192,2007,85,diff_state,157,285,6988,232,419,11426
1193,2007,87,same_state,171,385,4629,134,285,5586
1194,2007,87,diff_state,113,222,3460,136,287,5490
1195,2008,1,same_state,3855,7699,150262,3958,7262,130609
1196,2008,1,diff_state,5472,10814,339381,6555,13053,343784
1197,2008,1,foreign,95,168,6447,150,241,4399
1198,2008,3,same_state,89,166,2550,81,165,4712
1199,2008,3,diff_state,39,67,1709,46,78,1933
1200,2008,5,same_state,968,2194,32552,941,1882,26873
1201,2008,5,diff_state,1074,2203,40606,1077,2334,45578
1202,2008,5,foreign,11,14,131,65,90,987
1203,2008,7,same_state,58,123,2805,44,107,1407
1204,2008,7,diff_state,95,196,3821,83,198,3709
1205,2008,9,same_state,105,218,3222,106,221,3343
1206,2008,9,diff_state,114,208,4027,135,288,4389
1207,2008,11,same_state,723,1593,20605,606,1486,21129
1208,2008,11,diff_state,347,735,13779,381,914,14832
1209,2008,11,foreign,0,0,0,11,21,180
1210,2008,13,same_state,232,453,9481,216,433,9075
1211,2008,13,diff_state,410,672,33095,421,695,46220
1212,2008,13,foreign,15,18,197,0,0,0
1213,2008,15,same_state,169,329,6574,150,289,6532
1214,2008,15,diff_state,56,109,2139,86,173,4448
1215,2008,17,same_state,350,658,11198,285,531,8406
1216,2008,17,diff_state,663,1217,22651,857,1613,45445
1217,2008,19,same_state,1116,2537,37964,1340,3058,43323
1218,2008,19,diff_state,1234,2636,60711,1495,3505,71788
1219,2008,19,foreign,14,24,298,28,51,707
1220,2008,21,same_state,114,223,3419,99,211,4699
1221,2008,21,diff_state,140,292,4647,163,359,6478
1222,2008,23,same_state,61,134,2369,47,109,1770
1223,2008,23,diff_state,14,24,387,22,34,846
1224,2008,25,same_state,0,0,0,0,0,0
1225,2008,25,diff_state,0,0,0,0,0,0
1226,2008,27,same_state,2542,5401,85204,2919,6238,103491
1227,2008,27,diff_state,1822,4216,59948,2456,5608,85855
1228,2008,27,foreign,23,50,591,24,54,576
1229,2008,29,same_state,80,138,2728,81,199,2344
1230,2008,29,diff_state,96,221,5686,79,164,3489
1231,2008,31,same_state,371,832,11654,344,843,9609
1232,2008,31,diff_state,195,399,6211,244,658,9282
1233,2008,33,same_state,0,0,0,18,41,737
1234,2008,33,diff_state,0,0,0,12,32,361
1235,2008,35,same_state,138,254,4192,120,235,3959
1236,2008,35,diff_state,103,201,3456,119,255,4303
1237,2008,37,same_state,75,147,2645,82,179,3219
1238,2008,37,diff_state,64,121,4277,86,153,3547
1239,2008,39,same_state,374,707,10782,286,565,8554
1240,2008,39,diff_state,851,1952,32031,929,1903,29674
1241,2008,39,foreign,147,349,5046,214,475,7407
1242,2008,41,same_state,65,153,1731,68,159,2137
1243,2008,41,diff_state,187,438,6932,210,577,8747
1244,2008,43,same_state,233,510,6660,224,544,7162
1245,2008,43,diff_state,129,274,4699,119,261,5192
1246,2008,45,same_state,324,658,9504,274,596,15870
1247,2008,45,diff_state,188,420,6671,190,396,7666
1248,2008,47,same_state,323,771,12483,265,640,8684
1249,2008,47,diff_state,123,247,7467,162,361,5030
1250,2008,49,same_state,174,305,4883,164,319,6943
1251,2008,49,diff_state,163,306,5394,177,362,7990
1252,2008,51,same_state,461,1132,15960,545,1519,22786
1253,2008,51,diff_state,232,559,8995,284,797,13962
1254,2008,53,same_state,488,1080,14762,485,1167,13838
1255,2008,53,diff_state,172,380,5766,232,579,11680
1256,2008,55,same_state,695,1329,20414,863,1628,29449
1257,2008,55,diff_state,2316,4262,85683,3015,5828,136322
1258,2008,55,foreign,24,47,614,38,66,1094
1259,2008,57,same_state,533,891,14561,504,846,12904
1260,2008,57,diff_state,1038,1760,34075,858,1546,31167
1261,2008,57,foreign,19,26,482,76,97,618
1262,2008,59,same_state,93,190,3327,82,190,3015
1263,2008,59,diff_state,102,197,3542,159,303,6026
1264,2008,61,same_state,73,161,2848,87,184,2665
1265,2008,61,diff_state,50,104,1789,57,110,1978
1266,2008,63,same_state,113,269,3686,94,252,2948
1267,2008,63,diff_state,34,68,806,42,96,1176
1268,2008,65,same_state,611,1556,18852,440,997,12144
1269,2008,65,diff_state,919,2204,20878,875,1926,23627
1270,2008,65,foreign,0,0,0,46,58,345
1271,2008,67,same_state,393,893,13066,339,810,10099
1272,2008,67,diff_state,136,282,4251,179,404,7079
1273,2008,69,same_state,372,646,10612,381,671,11141
1274,2008,69,diff_state,797,1478,28803,680,1235,23687
1275,2008,69,foreign,0,0,0,18,20,277
1276,2008,71,same_state,34,89,934,32,75,1586
1277,2008,71,diff_state,72,131,2192,72,188,3828
1278,2008,73,same_state,257,591,7219,235,554,8588
1279,2008,73,diff_state,113,243,3363,109,237,4065
1280,2008,75,same_state,315,664,15781,308,696,11554
1281,2008,75,diff_state,312,691,10734,339,717,12211
1282,2008,77,same_state,147,355,4610,113,268,2727
1283,2008,77,diff_state,57,133,1930,75,181,2315
1284,2008,79,same_state,163,272,5400,139,273,4746
1285,2008,79,diff_state,184,342,5410,219,436,9718
1286,2008,81,same_state,114,252,6557,108,227,4135
1287,2008,81,diff_state,230,393,9156,377,683,22580
1288,2008,83,same_state,1032,2168,33642,1052,2191,37209
1289,2008,83,diff_state,868,1765,30742,1004,2139,36692
1290,2008,83,foreign,11,23,264,11,21,576
1291,2008,85,same_state,271,501,13035,230,439,15107
1292,2008,85,diff_state,186,340,7224,195,339,10770
1293,2008,87,same_state,175,339,4661,142,316,4523
1294,2008,87,diff_state,102,228,3742,143,288,4834
1295,2009,1,same_state,3522,6828,113597,4114,7769,131220
1296,2009,1,diff_state,5525,10781,254595,5333,10502,262671
1297,2009,1,foreign,97,161,3230,142,246,4596
1298,2009,3,same_state,76,161,2420,57,120,1864
1299,2009,3,diff_state,40,70,1150,41,82,1451
1300,2009,5,same_state,930,2011,31504,1046,2074,32968
1301,2009,5,diff_state,1130,2391,46329,1104,2387,40300
1302,2009,5,foreign,12,15,239,64,84,427
1303,2009,7,same_state,57,109,1625,43,87,1111
1304,2009,7,diff_state,98,198,3406,94,191,3296
1305,2009,9,same_state,133,247,4220,95,198,2665
1306,2009,9,diff_state,136,266,4270,101,189,2918
1307,2009,11,same_state,771,1728,22214,647,1569,20683
1308,2009,11,diff_state,329,721,10805,384,960,14345
1309,2009,13,same_state,231,449,7816,219,416,8274
1310,2009,13,diff_state,402,675,16321,377,616,29057
1311,2009,13,foreign,23,23,273,16,19,150
1312,2009,15,same_state,158,307,5549,133,284,6399
1313,2009,15,diff_state,87,175,4340,66,127,4328
1314,2009,17,same_state,346,649,9626,290,557,9062
1315,2009,17,diff_state,718,1291,26953,744,1386,35051
1316,2009,19,same_state,1149,2572,39243,1338,3074,42787
1317,2009,19,diff_state,1315,2873,62706,1320,3073,56210
1318,2009,19,foreign,18,43,525,18,41,1165
1319,2009,21,same_state,114,211,3114,80,178,2404
1320,2009,21,diff_state,163,340,4884,164,334,7395
1321,2009,23,same_state,44,102,1296,39,91,1428
1322,2009,23,diff_state,28,59,923,27,65,740
1323,2009,25,same_state,20,34,573,0,0,0
1324,2009,25,diff_state,13,23,377,0,0,0
1325,2009,27,same_state,2673,5720,80029,2674,5524,82266
1326,2009,27,diff_state,1986,4650,60093,1998,4410,65957
1327,2009,27,foreign,22,38,511,23,44,781
1328,2009,29,same_state,103,183,3658,88,207,2949
1329,2009,29,diff_state,74,142,3715,76,174,3651
1330,2009,31,same_state,428,989,12366,327,823,-5242
1331,2009,31,diff_state,183,438,7081,230,547,6764
1332,2009,33,same_state,19,41,484,0,0,0
1333,2009,33,diff_state,10,29,336,0,0,0
1334,2009,35,same_state,107,184,3292,90,174,2735
1335,2009,35,diff_state,108,211,3365,100,227,3581
1336,2009,37,same_state,79,142,2589,74,167,2915
1337,2009,37,diff_state,62,129,1957,58,115,2894
1338,2009,39,same_state,414,865,13895,246,494,7237
1339,2009,39,diff_state,831,2032,32770,783,1635,30260
1340,2009,39,foreign,190,430,6510,200,424,6811
1341,2009,41,same_state,71,180,2017,64,159,1744
1342,2009,41,diff_state,203,464,6085,203,495,7713
1343,2009,43,same_state,247,565,6823,219,499,6379
1344,2009,43,diff_state,143,315,4675,108,231,4758
1345,2009,45,same_state,347,720,13665,288,635,8423
1346,2009,45,diff_state,154,344,4431,176,349,4943
1347,2009,47,same_state,316,731,5902,247,576,7392
1348,2009,47,diff_state,129,267,3685,125,317,3483
1349,2009,49,same_state,173,320,4653,150,257,4664
1350,2009,49,diff_state,114,211,3277,200,400,8831
1351,2009,51,same_state,450,1062,13895,518,1391,20505
1352,2009,51,diff_state,210,492,7841,248,649,8907
1353,2009,53,same_state,442,1010,11371,434,1070,8600
1354,2009,53,diff_state,174,397,5996,281,732,8831
1355,2009,55,same_state,674,1241,18650,836,1550,25908
1356,2009,55,diff_state,2394,4458,83968,2736,5345,124348
1357,2009,55,foreign,22,43,917,28,52,1170
1358,2009,57,same_state,494,810,11594,498,818,12402
1359,2009,57,diff_state,998,1684,33391,772,1402,25518
1360,2009,57,foreign,15,25,400,76,86,422
1361,2009,59,same_state,98,186,2453,89,197,2730
1362,2009,59,diff_state,121,241,5143,117,221,17022
1363,2009,61,same_state,88,155,2564,82,175,2044
1364,2009,61,diff_state,45,82,1557,70,140,2680
1365,2009,63,same_state,119,287,3006,112,288,3100
1366,2009,63,diff_state,54,120,1253,44,103,1315
1367,2009,65,same_state,603,1531,17407,471,1070,13358
1368,2009,65,diff_state,1007,2363,23752,886,1869,21137
1369,2009,65,foreign,0,0,0,31,47,261
1370,2009,67,same_state,363,832,11361,410,1017,10914
1371,2009,67,diff_state,179,367,5291,171,418,5203
1372,2009,69,same_state,346,635,10828,413,713,11743
1373,2009,69,diff_state,752,1342,21664,741,1339,25009
1374,2009,71,same_state,39,80,862,24,47,731
1375,2009,71,diff_state,55,100,1527,76,176,2827
1376,2009,73,same_state,268,649,7847,237,541,6927
1377,2009,73,diff_state,110,252,2780,104,228,3044
1378,2009,75,same_state,330,672,9738,285,633,8707
1379,2009,75,diff_state,352,802,11154,372,858,12059
1380,2009,77,same_state,153,340,9480,115,239,3137
1381,2009,77,diff_state,72,169,3409,67,189,1967
1382,2009,79,same_state,187,370,5600,141,274,3952
1383,2009,79,diff_state,201,367,6599,190,373,6102
1384,2009,81,same_state,107,229,5612,72,164,2973
1385,2009,81,diff_state,248,415,9479,300,576,14591
1386,2009,83,same_state,1021,2080,16118,1058,2123,31946
1387,2009,83,diff_state,866,1769,39970,897,1989,32518
1388,2009,83,foreign,11,22,330,13,27,363
1389,2009,85,same_state,290,543,9623,202,400,7057
1390,2009,85,diff_state,194,333,5803,144,272,7554
1391,2009,87,same_state,131,247,3855,137,316,3939
1392,2009,87,diff_state,128,280,3957,108,237,3432
1393,2010,1,same_state,3381,6669,103976,3852,7277,114166
1394,2010,1,diff_state,4967,9765,208901,4862,9537,221379
1395,2010,1,foreign,98,187,3846,66,104,4058
1396,2010,3,same_state,82,155,3024,58,115,1784
1397,2010,3,diff_state,40,82,1727,31,53,1040
1398,2010,5,same_state,872,1940,25299,934,1874,22175
1399,2010,5,diff_state,976,2052,33860,923,1928,33239
1400,2010,5,foreign,10,14,197,0,0,0
1401,2010,7,same_state,63,118,1436,31,64,1000
1402,2010,7,diff_state,101,222,3640,67,164,1909
1403,2010,9,same_state,92,192,3012,87,173,1888
1404,2010,9,diff_state,86,187,2802,90,195,3533
1405,2010,11,same_state,653,1468,18916,612,1548,19011
1406,2010,11,diff_state,355,745,11846,340,855,11427
1407,2010,13,same_state,231,449,8023,161,297,7394
1408,2010,13,diff_state,404,724,21789,293,502,31390
1409,2010,13,foreign,19,32,385,0,0,0
1410,2010,15,same_state,159,325,5537,147,275,6543
1411,2010,15,diff_state,63,121,2520,86,161,3818
1412,2010,17,same_state,352,666,9209,285,591,8715
1413,2010,17,diff_state,604,1106,21057,683,1338,28615
1414,2010,19,same_state,1165,2667,38600,1156,2555,35868
1415,2010,19,diff_state,1202,2639,50120,1163,2776,52309
1416,2010,19,foreign,16,37,646,12,18,658
1417,2010,21,same_state,92,164,2323,112,244,3411
1418,2010,21,diff_state,143,323,4874,166,390,7064
1419,2010,23,same_state,44,91,1462,36,95,1012
1420,2010,23,diff_state,20,36,708,26,67,982
1421,2010,25,same_state,29,61,1230,0,0,0
1422,2010,25,diff_state,11,33,464,0,0,0
1423,2010,27,same_state,2508,5375,74103,2635,5608,74854
1424,2010,27,diff_state,1869,4487,56957,1805,4059,56595
1425,2010,27,foreign,17,36,450,20,53,881
1426,2010,29,same_state,82,156,2626,73,146,2158
1427,2010,29,diff_state,59,109,3290,65,147,2559
1428,2010,31,same_state,348,843,-9465,361,935,10489
1429,2010,31,diff_state,188,400,5328,236,592,7211
1430,2010,33,same_state,16,45,663,0,0,0
1431,2010,33,diff_state,11,29,453,0,0,0
1432,2010,35,same_state,108,198,2398,84,159,2776
1433,2010,35,diff_state,72,136,2539,87,168,3477
1434,2010,37,same_state,78,172,2485,79,156,2529
1435,2010,37,diff_state,44,79,2001,62,94,2712
1436,2010,39,same_state,396,755,11536,223,515,6076
1437,2010,39,diff_state,794,1815,30248,821,1734,25814
1438,2010,39,foreign,213,467,7612,176,411,6970
1439,2010,41,same_state,77,180,1822,57,159,1610
1440,2010,41,diff_state,218,484,6565,194,488,6378
1441,2010,43,same_state,204,482,4610,177,424,5170
1442,2010,43,diff_state,125,287,3640,109,243,5343
1443,2010,45,same_state,306,602,8288,240,500,6106
1444,2010,45,diff_state,150,335,4730,137,310,8008
1445,2010,47,same_state,289,704,8249,284,693,7630
1446,2010,47,diff_state,115,254,2661,131,297,3656
1447,2010,49,same_state,159,265,4562,145,289,4101
1448,2010,49,diff_state,124,235,4113,145,329,5606
1449,2010,51,same_state,506,1199,13392,480,1193,18542
1450,2010,51,diff_state,208,563,7734,225,601,9198
1451,2010,53,same_state,483,1208,12593,457,1085,12594
1452,2010,53,diff_state,190,513,6057,204,532,5871
1453,2010,55,same_state,618,1181,16335,701,1343,20283
1454,2010,55,diff_state,2221,4225,71019,2502,4877,101509
1455,2010,55,foreign,25,41,905,12,27,438
1456,2010,57,same_state,427,724,11465,493,832,10755
1457,2010,57,diff_state,870,1445,24816,706,1309,21333
1458,2010,57,foreign,16,18,235,0,0,0
1459,2010,59,same_state,60,128,1368,70,152,1683
1460,2010,59,diff_state,100,187,3141,119,218,4339
1461,2010,61,same_state,95,195,2330,82,165,2313
1462,2010,61,diff_state,59,118,2296,75,151,3063
1463,2010,63,same_state,100,258,2764,92,230,2502
1464,2010,63,diff_state,41,99,883,34,89,1105
1465,2010,65,same_state,526,1324,13414,459,1116,10206
1466,2010,65,diff_state,981,2374,19690,831,1739,18074
1467,2010,67,same_state,358,894,9140,335,852,8970
1468,2010,67,diff_state,156,355,4249,154,367,3870
1469,2010,69,same_state,292,541,8341,413,698,11824
1470,2010,69,diff_state,751,1359,23867,667,1179,20005
1471,2010,71,same_state,33,77,1038,25,55,504
1472,2010,71,diff_state,61,113,2180,60,156,2467
1473,2010,73,same_state,248,598,6522,190,469,5186
1474,2010,73,diff_state,82,184,2167,74,162,1385
1475,2010,75,same_state,312,648,8969,274,566,7307
1476,2010,75,diff_state,310,659,8244,297,690,9090
1477,2010,77,same_state,132,311,3640,116,312,2880
1478,2010,77,diff_state,60,127,1531,78,236,2032
1479,2010,79,same_state,141,269,4005,113,228,2824
1480,2010,79,diff_state,154,317,5350,155,291,4890
1481,2010,81,same_state,94,214,2808,63,147,2186
1482,2010,81,diff_state,294,564,9782,252,500,16581
1483,2010,83,same_state,948,1825,25740,1019,2240,9278
1484,2010,83,diff_state,803,1695,25665,813,1766,25040
1485,2010,85,same_state,225,422,6058,150,290,6194
1486,2010,85,diff_state,182,327,5553,129,224,6752
1487,2010,87,same_state,152,325,3748,142,330,4133
1488,2010,87,diff_state,101,209,2765,106,231,2906
1489,2011,1,same_state,3213,6459,99827,3943,7788,121199
1490,2011,1,diff_state,5028,9632,205386,5670,11262,288009
1491,2011,1,foreign,98,179,3448,73,144,3405
1492,2011,3,same_state,71,123,2147,55,125,1803
1493,2011,3,diff_state,49,82,1444,49,102,2121
1494,2011,5,same_state,841,1816,24548,931,1872,24735
1495,2011,5,diff_state,1099,2305,42037,908,1957,35647
1496,2011,5,foreign,12,27,498,0,0,0
1497,2011,7,same_state,40,82,1268,39,105,1291
1498,2011,7,diff_state,79,166,2857,76,155,2965
1499,2011,9,same_state,129,251,3456,83,170,2226
1500,2011,9,diff_state,115,239,3305,104,233,3619
1501,2011,11,same_state,618,1386,19350,574,1341,15612
1502,2011,11,diff_state,365,856,11586,322,774,9714
1503,2011,13,same_state,219,428,6532,186,328,5658
1504,2011,13,diff_state,391,654,16628,267,432,13044
1505,2011,15,same_state,149,285,5496,161,307,6575
1506,2011,15,diff_state,80,131,3058,71,135,3870
1507,2011,17,same_state,363,704,11358,266,545,7353
1508,2011,17,diff_state,700,1275,25474,734,1408,31885
1509,2011,19,same_state,1045,2380,30643,1163,2713,38826
1510,2011,19,diff_state,1318,3027,58542,1165,2594,53345
1511,2011,19,foreign,16,41,854,0,0,0
1512,2011,21,same_state,111,218,2919,76,153,2235
1513,2011,21,diff_state,148,307,3882,113,260,4916
1514,2011,23,same_state,48,109,1412,26,78,924
1515,2011,23,diff_state,30,73,1205,32,62,1208
1516,2011,25,same_state,0,0,0,23,39,736
1517,2011,25,diff_state,0,0,0,14,36,598
1518,2011,27,same_state,2604,5842,75554,2558,5586,75083
1519,2011,27,diff_state,1759,4119,49976,1929,4525,68320
1520,2011,27,foreign,29,63,821,19,43,840
1521,2011,29,same_state,105,232,3917,61,149,2082
1522,2011,29,diff_state,85,200,4514,55,115,2486
1523,2011,31,same_state,390,941,9315,370,983,10895
1524,2011,31,diff_state,206,496,6344,187,492,5503
1525,2011,31,foreign,0,0,0,114,114,10952
1526,2011,33,same_state,16,49,381,0,0,0
1527,2011,33,diff_state,13,33,774,0,0,0
1528,2011,35,same_state,120,220,2994,90,181,2430
1529,2011,35,diff_state,99,192,3118,110,212,5938
1530,2011,37,same_state,74,161,2369,63,123,1919
1531,2011,37,diff_state,45,90,1562,50,89,2155
1532,2011,39,same_state,385,773,11951,233,482,6525
1533,2011,39,diff_state,917,2192,36417,685,1417,23466
1534,2011,39,foreign,200,436,7286,93,191,4079
1535,2011,41,same_state,53,120,1666,52,130,1286
1536,2011,41,diff_state,214,506,6183,170,435,6142
1537,2011,43,same_state,217,531,5385,153,384,4805
1538,2011,43,diff_state,134,343,4247,110,266,3737
1539,2011,45,same_state,278,575,8652,268,586,7325
1540,2011,45,diff_state,144,284,4428,167,335,6811
1541,2011,47,same_state,314,760,7851,269,743,1783
1542,2011,47,diff_state,125,282,3768,112,290,3636
1543,2011,49,same_state,147,288,4335,125,267,3308
1544,2011,49,diff_state,137,227,4319,192,381,9675
1545,2011,51,same_state,460,1195,15542,431,1161,14573
1546,2011,51,diff_state,229,663,8168,214,551,8038
1547,2011,53,same_state,479,1180,12482,426,1090,10458
1548,2011,53,diff_state,188,443,5234,161,370,4497
1549,2011,55,same_state,611,1148,15988,770,1505,24385
1550,2011,55,diff_state,2232,4078,81402,2628,5126,124616
1551,2011,55,foreign,25,40,1061,37,54,851
1552,2011,57,same_state,444,744,12334,492,860,11889
1553,2011,57,diff_state,881,1564,28857,800,1359,24376
1554,2011,57,foreign,18,27,392,0,0,0
1555,2011,59,same_state,70,149,1800,81,177,2978
1556,2011,59,diff_state,113,186,3957,136,263,6552
1557,2011,61,same_state,81,142,1385,62,128,1941
1558,2011,61,diff_state,41,71,1025,58,110,2153
1559,2011,63,same_state,129,340,3318,110,274,2890
1560,2011,63,diff_state,38,93,1091,34,84,911
1561,2011,65,same_state,528,1350,13878,427,1040,9869
1562,2011,65,diff_state,1044,2585,22862,888,1866,18228
1563,2011,65,foreign,11,27,146,0,0,0
1564,2011,67,same_state,383,960,9872,342,833,8811
1565,2011,67,diff_state,147,339,4298,130,329,3863
1566,2011,69,same_state,292,506,8446,383,688,12799
1567,2011,69,diff_state,754,1331,23419,646,1263,22148
1568,2011,71,same_state,37,73,717,24,64,669
1569,2011,71,diff_state,71,175,1733,66,135,2205
1570,2011,73,same_state,258,666,7286,215,573,5664
1571,2011,73,diff_state,96,212,2944,99,224,3547
1572,2011,75,same_state,325,699,9913,254,549,6787
1573,2011,75,diff_state,303,689,8214,344,729,10597
1574,2011,77,same_state,163,388,5937,113,279,3183
1575,2011,77,diff_state,64,144,1514,51,114,1542
1576,2011,79,same_state,130,249,3953,108,193,3134
1577,2011,79,diff_state,161,291,5495,170,359,6764
1578,2011,81,same_state,83,181,1997,67,138,2844
1579,2011,81,diff_state,270,547,9644,283,544,15408
1580,2011,83,same_state,962,2055,27228,1000,2223,27232
1581,2011,83,diff_state,916,2048,31639,793,1863,28945
1582,2011,83,foreign,10,12,156,0,0,0
1583,2011,85,same_state,209,450,6840,159,320,6408
1584,2011,85,diff_state,152,266,5633,151,282,18660
1585,2011,87,same_state,134,305,3553,112,253,2732
1586,2011,87,diff_state,94,191,3526,123,279,4396
1587,2012,1,same_state,3346,6903,115973,4039,8101,148255
1588,2012,1,diff_state,5852,11714,274110,6724,13561,360760
1589,2012,1,foreign,118,268,7687,105,199,4999
1590,2012,3,same_state,98,211,3682,72,136,4416
1591,2012,3,diff_state,33,70,1126,36,72,1542
1592,2012,5,same_state,905,1950,28543,865,1776,25137
1593,2012,5,diff_state,1161,2529,44357,928,1933,37735
1594,2012,5,foreign,134,288,5314,99,185,4067
1595,2012,7,same_state,50,90,1283,49,131,2176
1596,2012,7,diff_state,113,259,5418,74,169,2308
1597,2012,9,same_state,110,229,3991,96,200,3221
