id,year,countyfips,type,out_returns,out_exempt,out_agi,in_returns,in_exempt,in_agi
2114,2017,61,diff_state,45,105,2052,82,174,4723
2115,2017,63,same_state,150,393,7727,118,280,3905
2116,2017,63,diff_state,35,85,1887,40,87,1645
2117,2017,65,same_state,946,2534,34903,494,1290,19384
2118,2017,65,diff_state,1779,4400,50962,1138,2714,39616
2119,2017,67,same_state,488,1132,21641,431,1050,17210
2120,2017,67,diff_state,160,376,6553,212,484,9640
2121,2017,69,same_state,510,1023,22969,492,909,22188
2122,2017,69,diff_state,931,1696,39262,968,1798,45167
2123,2017,71,same_state,42,110,2008,28,88,1181
2124,2017,71,diff_state,91,170,3248,94,225,7146
2125,2017,73,same_state,325,746,13580,363,897,13382
2126,2017,73,diff_state,75,149,2495,128,288,8143
2127,2017,75,same_state,393,874,16520,452,1074,18198
2128,2017,75,diff_state,399,919,17787,517,1195,23465
2129,2017,77,same_state,186,431,7157,140,380,4980
2130,2017,77,diff_state,53,138,2106,51,136,2214
2131,2017,79,same_state,169,335,7783,200,400,8841
2132,2017,79,diff_state,140,268,7721,276,553,11641
2133,2017,81,same_state,130,304,4972,79,148,4989
2134,2017,81,diff_state,280,519,14557,505,872,38850
2135,2017,83,same_state,1452,3103,59335,1415,3076,57718
2136,2017,83,diff_state,1218,2701,60480,1600,3633,84302
2137,2017,85,same_state,276,510,12395,389,774,25848
2138,2017,85,diff_state,177,331,12288,327,633,23937
2139,2017,87,same_state,157,347,6948,173,387,8398
2140,2017,87,diff_state,114,272,4632,188,400,8575
2141,2018,1,same_state,5000,9968,246164,4592,8891,222406
2142,2018,1,diff_state,6365,11788,381812,10848,21807,862237
2143,2018,1,foreign,53,101,3170,69,153,3717
2144,2018,3,same_state,87,179,4513,129,250,7216
2145,2018,3,diff_state,37,75,1919,65,138,3508
2146,2018,5,same_state,890,1852,35239,870,1831,32499
2147,2018,5,diff_state,990,1969,47553,1159,2524,58016
2148,2018,7,same_state,47,103,2595,51,110,2279
2149,2018,7,diff_state,72,148,3719,83,174,4647
2150,2018,9,same_state,123,230,3950,115,236,4827
2151,2018,9,diff_state,91,167,3552,136,298,8806
2152,2018,11,same_state,684,1523,26007,690,1713,28720
2153,2018,11,diff_state,334,709,17327,407,981,21766
2154,2018,13,same_state,236,440,10567,183,331,14371
2155,2018,13,diff_state,382,577,26836,560,979,93595
2156,2018,15,same_state,220,418,12727,233,470,16632
2157,2018,15,diff_state,69,144,4446,158,303,14539
2158,2018,17,same_state,433,867,20927,458,988,21270
2159,2018,17,diff_state,798,1502,43158,1184,2356,91623
2160,2018,19,same_state,1361,3251,62583,1447,3344,64355
2161,2018,19,diff_state,1521,3386,83980,1816,4222,108519
2162,2018,21,same_state,121,258,4955,101,230,5788
2163,2018,21,diff_state,191,412,8374,256,577,15490
2164,2018,23,same_state,44,121,3157,44,94,1886
2165,2018,23,diff_state,0,0,0,27,63,1500
2166,2018,25,same_state,26,46,1549,31,70,1773
2167,2018,27,same_state,3455,7383,162725,4123,8524,172475
2168,2018,27,diff_state,1977,4149,78918,3406,7501,190001
2169,2018,27,foreign,89,190,4588,106,236,6508
2170,2018,29,same_state,84,189,3447,80,216,3666
2171,2018,29,diff_state,59,124,2544,64,155,4269
2172,2018,31,same_state,439,1024,16501,393,954,20341
2173,2018,31,diff_state,180,405,7408,226,572,9841
2174,2018,33,same_state,0,0,0,0,0,0
2175,2018,33,diff_state,0,0,0,0,0,0
2176,2018,35,same_state,129,227,5583,115,268,4845
2177,2018,35,diff_state,54,109,2574,113,219,4866
2178,2018,37,same_state,75,130,2984,89,192,4066
2179,2018,37,diff_state,43,73,2284,66,135,5609
2180,2018,39,same_state,431,841,23537,386,821,14577
2181,2018,39,diff_state,732,1704,32278,787,1640,33493
2182,2018,39,foreign,90,163,3485,135,285,5650
2183,2018,41,same_state,71,175,2301,56,130,2678
2184,2018,41,diff_state,196,473,9002,244,648,12548
2185,2018,43,same_state,259,666,11970,230,567,9868
2186,2018,43,diff_state,150,324,6105,161,353,10166
2187,2018,45,same_state,354,749,15234,428,892,21447
2188,2018,45,diff_state,160,298,6783,284,633,20033
2189,2018,47,same_state,308,654,10720,263,598,9022
2190,2018,47,diff_state,105,250,4190,129,288,7044
2191,2018,49,same_state,212,397,7361,175,347,7535
2192,2018,49,diff_state,153,295,6959,216,434,14695
2193,2018,51,same_state,574,1428,28873,634,1728,33399
2194,2018,51,diff_state,221,537,11134,317,864,21723
2195,2018,53,same_state,501,1170,17598,481,1069,20438
2196,2018,53,diff_state,165,362,5265,164,386,6651
2197,2018,55,same_state,908,1865,40238,949,1805,43652
2198,2018,55,diff_state,2949,5233,148234,4400,8870,333583
2199,2018,57,same_state,479,788,18268,396,664,12424
2200,2018,57,diff_state,936,1606,40300,899,1554,46484
2201,2018,59,same_state,93,180,3223,78,152,2944
2202,2018,59,diff_state,98,177,3666,129,230,8669
2203,2018,61,same_state,106,211,3891,89,184,3006
2204,2018,61,diff_state,45,99,1825,49,107,3156
2205,2018,63,same_state,84,188,3096,90,204,3509
2206,2018,63,diff_state,28,74,795,46,95,2270
2207,2018,65,same_state,714,1815,26638,427,1067,16224
2208,2018,65,diff_state,1400,3192,39103,1021,2153,37127
2209,2018,67,same_state,397,874,21749,395,958,15787
2210,2018,67,diff_state,99,222,4151,121,285,5618
2211,2018,69,same_state,377,657,14217,400,731,16699
2212,2018,69,diff_state,759,1366,32973,783,1446,35788
2213,2018,71,same_state,41,83,1759,31,81,1517
2214,2018,71,diff_state,50,88,1271,97,207,4716
2215,2018,73,same_state,313,675,11582,314,728,14120
2216,2018,73,diff_state,70,170,2353,91,177,5408
2217,2018,75,same_state,361,784,15000,410,928,17039
2218,2018,75,diff_state,346,791,13344,461,958,24777
2219,2018,77,same_state,138,312,5990,140,323,5480
2220,2018,77,diff_state,37,86,1218,49,110,1626
2221,2018,79,same_state,161,304,6540,191,362,7637
2222,2018,79,diff_state,144,258,5890,199,372,8585
2223,2018,81,same_state,97,220,5090,80,160,3376
2224,2018,81,diff_state,281,487,15757,420,782,34036
2225,2018,83,same_state,1113,2324,48315,1097,2227,46314
2226,2018,83,diff_state,980,2119,44642,1199,2587,65084
2227,2018,85,same_state,233,436,11511,314,581,23023
2228,2018,85,diff_state,153,270,8029,291,537,24849
2229,2018,87,same_state,166,332,6590,150,332,6445
2230,2018,87,diff_state,104,257,3565,134,315,7684
2231,2019,1,same_state,4904,9639,245455,4386,8218,212658
2232,2019,1,diff_state,6037,10855,431315,10502,20545,892255
2233,2019,1,foreign,41,80,2121,56,110,3093
2234,2019,3,same_state,98,191,4513,97,211,4895
2235,2019,3,diff_state,40,89,1893,81,138,5185
2236,2019,5,same_state,1029,2057,42145,875,1803,35990
2237,2019,5,diff_state,997,1967,49159,1098,2295,58312
2238,2019,7,same_state,50,123,2103,48,102,2457
2239,2019,7,diff_state,55,93,3034,87,223,6194
2240,2019,9,same_state,126,247,4886,110,215,4292
2241,2019,9,diff_state,86,174,3189,133,283,8171
2242,2019,11,same_state,722,1696,32352,750,1720,35458
2243,2019,11,diff_state,332,696,15484,428,1000,24175
2244,2019,13,same_state,265,470,14722,165,277,9558
2245,2019,13,diff_state,389,600,41026,548,881,186327
2246,2019,15,same_state,189,382,10664,234,474,14178
2247,2019,15,diff_state,85,147,6524,145,282,11669
2248,2019,17,same_state,424,830,18450,420,847,22132
2249,2019,17,diff_state,722,1320,47400,1154,2286,88113
2250,2019,19,same_state,1373,3125,67231,1468,3370,65586
2251,2019,19,diff_state,1393,2895,78804,1853,4298,131477
2252,2019,21,same_state,90,177,3442,141,307,6212
2253,2019,21,diff_state,173,376,7043,274,627,29399
2254,2019,23,same_state,43,86,1687,36,68,1346
2255,2019,23,diff_state,0,0,0,24,56,1343
2256,2019,25,same_state,24,53,929,20,42,844
2257,2019,27,same_state,3384,6883,151571,4105,8225,194711
2258,2019,27,diff_state,2048,4258,88625,3608,7578,227293
2259,2019,29,same_state,86,188,4920,67,146,2604
2260,2019,29,diff_state,57,118,4223,61,136,2911
2261,2019,31,same_state,440,971,17621,401,1007,15285
2262,2019,31,diff_state,191,437,11034,188,447,8926
2263,2019,33,same_state,0,0,0,0,0,0
2264,2019,33,diff_state,0,0,0,0,0,0
2265,2019,35,same_state,132,271,11388,107,240,4489
2266,2019,35,diff_state,82,135,3220,129,264,7081
2267,2019,37,same_state,79,159,3502,76,164,3609
2268,2019,37,diff_state,47,89,2373,53,98,3828
2269,2019,39,same_state,418,769,19292,384,771,13954
2270,2019,39,diff_state,714,1573,31086,660,1400,29944
2271,2019,39,foreign,87,195,3386,114,268,4548
2272,2019,41,same_state,67,141,3049,68,176,3706
2273,2019,41,diff_state,234,535,9114,213,553,11452
2274,2019,43,same_state,230,567,9713,243,583,10676
2275,2019,43,diff_state,129,259,6980,116,265,6538
2276,2019,45,same_state,314,644,16370,374,834,18243
2277,2019,45,diff_state,119,221,5710,254,516,16640
2278,2019,47,same_state,296,629,11858,270,557,9072
2279,2019,47,diff_state,74,147,2800,122,282,6772
2280,2019,49,same_state,180,335,7974,211,444,9915
2281,2019,49,diff_state,111,199,5033,199,352,11542
2282,2019,51,same_state,560,1416,25800,628,1623,33313
2283,2019,51,diff_state,228,534,11297,282,725,19254
2284,2019,53,same_state,486,1085,20703,454,1024,18804
2285,2019,53,diff_state,120,256,4941,177,394,7623
2286,2019,55,same_state,783,1497,36580,888,1687,47843
2287,2019,55,diff_state,2961,5152,172851,4604,9099,371523
2288,2019,57,same_state,503,831,22546,425,688,14962
2289,2019,57,diff_state,896,1484,44169,865,1473,41296
2290,2019,59,same_state,70,131,2958,90,158,4015
2291,2019,59,diff_state,93,179,4819,143,268,11267
2292,2019,61,same_state,105,224,4353,89,172,3777
2293,2019,61,diff_state,26,43,1393,43,71,1878
2294,2019,63,same_state,102,252,3976,111,251,4021
2295,2019,63,diff_state,33,62,1438,35,61,1304
2296,2019,65,same_state,729,1812,27792,457,1142,16808
2297,2019,65,diff_state,1392,3043,41231,1058,2255,40565
2298,2019,67,same_state,395,916,15911,390,876,15677
2299,2019,67,diff_state,105,225,4579,163,361,8670
2300,2019,69,same_state,360,645,14718,380,703,18470
2301,2019,69,diff_state,742,1294,34525,774,1447,38145
2302,2019,71,same_state,29,53,719,33,71,1931
2303,2019,71,diff_state,52,118,2335,81,187,3832
2304,2019,73,same_state,265,616,11664,309,727,14121
2305,2019,73,diff_state,58,120,1883,119,267,5838
2306,2019,75,same_state,320,676,19993,400,939,19522
2307,2019,75,diff_state,337,744,15427,432,928,22388
2308,2019,77,same_state,146,331,5096,140,291,5323
2309,2019,77,diff_state,51,95,1871,40,85,1675
2310,2019,79,same_state,137,273,5883,153,279,5995
2311,2019,79,diff_state,127,240,7260,189,333,8708
2312,2019,81,same_state,100,209,4597,64,150,2948
2313,2019,81,diff_state,234,412,13479,440,704,37708
2314,2019,83,same_state,1036,2097,42671,1043,2136,41507
2315,2019,83,diff_state,932,1998,44374,1167,2431,64279
2316,2019,85,same_state,240,434,14252,253,513,18094
2317,2019,85,diff_state,163,269,8711,245,435,24197
2318,2019,87,same_state,140,311,6996,129,263,5308
2319,2019,87,diff_state,93,211,4129,160,315,8481
2320,2020,1,same_state,5808,11790,327725,4707,8931,242785
2321,2020,1,diff_state,6384,11811,414396,12333,25349,1175380
2322,2020,1,foreign,62,151,3140,71,172,4510
2323,2020,3,same_state,98,191,4535,105,212,7046
2324,2020,3,diff_state,31,58,1724,81,175,8729
2325,2020,5,same_state,1025,2206,43824,991,2077,41521
2326,2020,5,diff_state,1086,2252,51322,1217,2677,69894
2327,2020,7,same_state,60,175,2741,47,125,2255
2328,2020,7,diff_state,81,209,8115,105,230,9047
2329,2020,9,same_state,116,232,4542,141,313,6110
2330,2020,9,diff_state,90,160,3355,192,465,11200
2331,2020,11,same_state,759,1797,35419,794,1936,37396
2332,2020,11,diff_state,341,719,15346,493,1285,30741
2333,2020,13,same_state,243,473,13611,190,332,7886
2334,2020,13,diff_state,363,551,36428,696,1225,262627
2335,2020,15,same_state,195,364,10077,289,652,21347
2336,2020,15,diff_state,78,172,4089,186,358,26782
2337,2020,17,same_state,445,912,21509,455,970,26047
2338,2020,17,diff_state,818,1482,45229,1540,3336,155762
2339,2020,19,same_state,1469,3404,78765,1517,3534,70520
2340,2020,19,diff_state,1571,3486,90159,2216,5542,166013
2341,2020,21,same_state,150,279,6567,133,306,5869
2342,2020,21,diff_state,203,428,8139,353,779,25152
2343,2020,23,same_state,42,74,1537,50,144,2326
2344,2020,23,diff_state,0,0,0,33,57,1955
2345,2020,25,same_state,20,44,1858,36,85,2524
2346,2020,27,same_state,3711,7779,190022,4580,9443,228221
2347,2020,27,diff_state,2223,4858,94882,4371,9683,285258
2348,2020,29,same_state,81,225,4242,92,259,6950
2349,2020,29,diff_state,55,133,3044,101,300,7134
2350,2020,31,same_state,465,1160,20914,438,1090,18628
2351,2020,31,diff_state,160,394,6915,240,607,18027
2352,2020,33,same_state,0,0,0,0,0,0
2353,2020,33,diff_state,0,0,0,0,0,0
2354,2020,35,same_state,115,243,4828,136,250,5118
2355,2020,35,diff_state,58,127,2106,129,261,7565
2356,2020,37,same_state,74,156,2810,105,212,6171
2357,2020,37,diff_state,50,98,1477,69,120,4639
2358,2020,39,same_state,479,1006,19570,438,925,18476
2359,2020,39,diff_state,761,1856,33689,748,1572,34139
2360,2020,39,foreign,135,354,5813,109,296,4867
2361,2020,41,same_state,61,206,2599,63,193,3115
2362,2020,41,diff_state,186,487,9577,299,779,18158
2363,2020,43,same_state,268,654,9764,241,632,12073
2364,2020,43,diff_state,124,307,7324,157,379,11776
2365,2020,45,same_state,397,826,17683,423,938,22827
2366,2020,45,diff_state,155,316,6862,347,733,25359
2367,2020,47,same_state,290,656,13934,322,761,14322
2368,2020,47,diff_state,105,205,3858,160,343,6825
2369,2020,49,same_state,216,395,9885,240,491,12969
2370,2020,49,diff_state,113,254,6067,313,700,21443
2371,2020,51,same_state,570,1550,28225,688,1808,36187
2372,2020,51,diff_state,257,719,15452,401,1269,34416
2373,2020,53,same_state,548,1241,19766,523,1223,21939
2374,2020,53,diff_state,130,295,6333,184,386,9921
2375,2020,55,same_state,912,1953,47182,899,1794,45615
2376,2020,55,diff_state,3199,6047,184523,5784,12457,509229
2377,2020,57,same_state,551,897,20694,487,795,17549
2378,2020,57,diff_state,1008,1735,45315,1014,2076,57752
2379,2020,59,same_state,81,166,4189,112,221,5139
2380,2020,59,diff_state,87,165,5368,162,267,11643
2381,2020,61,same_state,109,199,4387,124,264,6345
2382,2020,61,diff_state,39,66,1987,87,234,5383
2383,2020,63,same_state,123,289,5995,105,261,3380
2384,2020,63,diff_state,24,53,807,39,119,2331
2385,2020,65,same_state,792,1996,32465,505,1372,20164
2386,2020,65,diff_state,1651,3723,49234,1145,2629,46128
2387,2020,67,same_state,447,1060,18462,439,1096,21906
2388,2020,67,diff_state,115,249,5236,171,474,11394
2389,2020,69,same_state,436,820,21167,418,808,18700
2390,2020,69,diff_state,785,1407,36391,815,1570,42273
2391,2020,71,same_state,36,112,1842,42,102,2371
2392,2020,71,diff_state,62,181,2378,97,323,6860
2393,2020,73,same_state,290,647,12622,333,737,14032
2394,2020,73,diff_state,75,136,3231,148,291,9385
2395,2020,75,same_state,388,841,18765,510,1205,29271
2396,2020,75,diff_state,341,762,27220,491,1067,27882
2397,2020,77,same_state,140,297,5532,148,411,6078
2398,2020,77,diff_state,42,89,1686,44,91,2479
2399,2020,79,same_state,178,322,8550,197,413,8734
2400,2020,79,diff_state,150,299,6538,235,502,12809
2401,2020,81,same_state,103,194,5423,94,218,9052
2402,2020,81,diff_state,250,401,24670,479,821,56794
2403,2020,83,same_state,1142,2513,53142,1137,2492,52957
2404,2020,83,diff_state,914,2073,44242,1505,3314,92083
2405,2020,85,same_state,249,502,17892,340,683,31502
2406,2020,85,diff_state,163,276,11404,357,670,41192
2407,2020,87,same_state,169,322,8990,219,471,10909
2408,2020,87,diff_state,89,162,3718,201,398,13653
2409,2021,1,same_state,6313,12318,395214,4612,7929,239323
2410,2021,1,diff_state,7836,14230,560337,12687,24513,1242953
2411,2021,1,foreign,30,47,1582,61,121,3705
2412,2021,3,same_state,75,147,3861,120,214,7039
2413,2021,3,diff_state,41,76,1416,73,141,12158
2414,2021,5,same_state,993,1947,42249,999,1938,38698
2415,2021,5,diff_state,1081,2137,60531,1355,2821,72180
2416,2021,7,same_state,40,80,2164,48,125,2848
2417,2021,7,diff_state,76,145,3713,119,294,8252
2418,2021,9,same_state,112,221,5030,190,411,9097
2419,2021,9,diff_state,101,207,4801,210,431,12982
2420,2021,11,same_state,729,1623,35052,766,1747,37945
2421,2021,11,diff_state,352,775,15934,535,1224,34195
2422,2021,13,same_state,254,441,25262,174,314,12060
2423,2021,13,diff_state,405,604,54618,673,1197,382470
2424,2021,15,same_state,210,403,13557,313,679,23064
2425,2021,15,diff_state,120,215,7532,150,299,17607
2426,2021,17,same_state,432,801,19572,510,1040,29317
2427,2021,17,diff_state,901,1689,50644,1695,3429,178627
2428,2021,19,same_state,1559,3410,80607,1520,3331,76938
2429,2021,19,diff_state,1662,3499,126359,2274,4968,156869
2430,2021,21,same_state,108,192,5053,145,315,7704
2431,2021,21,diff_state,203,388,8754,392,895,35032
2432,2021,23,same_state,36,93,1678,55,112,1870
2433,2021,23,diff_state,0,0,0,39,75,2146
2434,2021,25,same_state,24,37,1104,43,89,3720
2435,2021,27,same_state,3856,7362,187299,4723,9300,263858
2436,2021,27,diff_state,2720,5536,141264,4751,10032,350132
2437,2021,29,same_state,84,198,4706,72,172,5054
2438,2021,29,diff_state,63,144,3515,95,199,5684
2439,2021,31,same_state,479,990,20335,451,1034,22769
2440,2021,31,diff_state,183,391,8620,227,573,11388
2441,2021,33,same_state,0,0,0,0,0,0
2442,2021,33,diff_state,0,0,0,0,0,0
2443,2021,35,same_state,130,216,4949,281,519,12876
2444,2021,35,diff_state,66,119,2839,140,264,5308
2445,2021,37,same_state,83,161,4248,109,216,5353
2446,2021,37,diff_state,34,50,909,66,128,4580
2447,2021,39,same_state,413,776,16147,498,1021,23197
2448,2021,39,diff_state,717,1630,29790,759,1556,37089
2449,2021,39,foreign,85,185,3565,117,256,5513
2450,2021,41,same_state,69,153,4568,72,170,3355
2451,2021,41,diff_state,185,393,7866,298,784,19588
2452,2021,43,same_state,240,548,10765,300,706,15262
2453,2021,43,diff_state,96,183,4137,208,479,16265
2454,2021,45,same_state,343,643,14854,430,819,21780
2455,2021,45,diff_state,194,367,7566,397,822,35418
2456,2021,47,same_state,345,656,12984,303,594,13222
2457,2021,47,diff_state,111,213,4649,162,333,7897
2458,2021,49,same_state,211,367,9944,296,573,14758
2459,2021,49,diff_state,158,256,6252,374,743,29959
2460,2021,51,same_state,606,1413,31060,626,1601,38046
2461,2021,51,diff_state,292,718,18000,471,1241,36450
2462,2021,53,same_state,524,1075,22770,551,1127,23334
2463,2021,53,diff_state,154,323,5962,248,526,13931
2464,2021,55,same_state,1070,2083,53010,911,1656,46604
2465,2021,55,diff_state,3717,7014,211758,5895,11998,549415
2466,2021,57,same_state,516,803,21398,399,659,16621
2467,2021,57,diff_state,1010,1610,47903,937,1856,56230
2468,2021,59,same_state,85,160,2871,111,205,5167
2469,2021,59,diff_state,89,145,4209,142,271,10418
2470,2021,61,same_state,111,231,5106,133,272,6149
2471,2021,61,diff_state,39,73,1475,80,155,6044
2472,2021,63,same_state,110,241,4392,141,298,5571
2473,2021,63,diff_state,29,73,1126,41,93,2186
2474,2021,65,same_state,770,1794,30344,654,1522,27746
2475,2021,65,diff_state,1547,3335,49734,1241,2516,54291
2476,2021,67,same_state,392,879,16966,473,1005,20432
2477,2021,67,diff_state,145,312,6616,219,513,13640
2478,2021,69,same_state,408,732,20577,416,767,20083
2479,2021,69,diff_state,705,1171,35377,868,1584,49165
2480,2021,71,same_state,35,65,1427,26,55,1199
2481,2021,71,diff_state,63,127,2609,107,252,6187
2482,2021,73,same_state,301,650,14426,378,845,19324
2483,2021,73,diff_state,94,168,3889,134,244,8914
2484,2021,75,same_state,371,736,17030,546,1144,33898
2485,2021,75,diff_state,379,780,16116,490,996,33284
2486,2021,77,same_state,128,256,4861,147,329,6890
2487,2021,77,diff_state,34,59,1486,48,109,1554
2488,2021,79,same_state,138,239,6132,210,402,10137
2489,2021,79,diff_state,164,269,6900,271,551,17713
2490,2021,81,same_state,98,199,4809,82,149,4244
2491,2021,81,diff_state,260,418,17315,529,878,62058
2492,2021,83,same_state,1196,2404,54610,1216,2363,61993
2493,2021,83,diff_state,1106,2244,56035,1615,3402,102229
2494,2021,85,same_state,298,543,43349,321,618,33408
2495,2021,85,diff_state,238,420,20344,325,640,50603
2496,2021,87,same_state,167,322,6077,231,469,18046
2497,2021,87,diff_state,136,252,5732,198,439,11808
