id,dest_year,dest_countyfips,origin_statefips,origin_countyfips,origin_state,origin_county,returns,exempt,agi
478,1996,35,96,0,ID,Clearwater Coun Tot Mig-US & For,276,603,7275
479,1996,35,97,0,ID,Clearwater Coun Tot Mig-US,276,603,7275
480,1996,35,97,1,ID,Clearwater Coun Tot Mig-Same St,115,247,2896
481,1996,35,97,3,ID,Clearwater Coun Tot Mig-Diff St,161,356,4379
482,1996,35,16,35,ID,Clearwater Coun Non-Migrants,2853,6748,86329
483,1996,35,16,69,ID,Nez Perce County,38,71,945
484,1996,35,16,57,ID,Latah County,21,48,613
485,1996,35,16,49,ID,Idaho County,16,37,285
486,1996,35,58,0,SS,Other Flows - Same State,40,91,1053
487,1996,35,59,0,DS,Other Flows - Diff State,161,356,4379
488,1996,37,96,0,ID,Custer County Tot Mig-US & For,194,449,5247
489,1996,37,97,0,ID,Custer County Tot Mig-US,194,449,5247
490,1996,37,97,1,ID,Custer County Tot Mig-Same St,96,224,2323
491,1996,37,97,3,ID,Custer County Tot Mig-Diff St,98,225,2924
492,1996,37,16,37,ID,Custer County Non-Migrants,1300,3185,40146
493,1996,37,16,1,ID,Ada County,19,30,284
494,1996,37,16,19,ID,Bonneville County,13,29,373
495,1996,37,16,5,ID,Bannock County,10,33,321
496,1996,37,58,0,SS,Other Flows - Same State,54,132,1346
497,1996,37,59,0,DS,Other Flows - Diff State,98,225,2924
498,1996,39,96,0,ID,Elmore County Tot Mig-US & For,1296,3101,29670
499,1996,39,97,0,ID,Elmore County Tot Mig-US,1112,2616,25340
500,1996,39,97,1,ID,Elmore County Tot Mig-Same St,199,442,4020
501,1996,39,97,3,ID,Elmore County Tot Mig-Diff St,913,2174,21320
502,1996,39,98,0,ID,Elmore County Tot Mig-Foreign,184,485,4331
503,1996,39,16,39,ID,Elmore County Non-Migrants,6809,17465,199909
504,1996,39,16,1,ID,Ada County,97,208,2149
505,1996,39,4,13,AZ,Maricopa County,29,77,780
506,1996,39,26,103,MI,Marquette County,22,59,605
507,1996,39,32,3,NV,Clark County,21,50,666
508,1996,39,16,27,ID,Canyon County,20,52,418
509,1996,39,6,65,CA,Riverside County,18,56,446
510,1996,39,2,20,AK,Anchorage Borough,17,54,495
511,1996,39,36,65,NY,Oneida County,17,58,490
512,1996,39,16,73,ID,Owyhee County,16,48,325
513,1996,39,16,83,ID,Twin Falls County,14,29,341
514,1996,39,48,485,TX,Wichita County,13,20,230
515,1996,39,6,47,CA,Merced County,12,28,317
516,1996,39,15,3,HI,Honolulu County,12,41,480
517,1996,39,8,41,CO,El Paso County,11,28,377
518,1996,39,48,29,TX,Bexar County,11,22,190
519,1996,39,12,91,FL,Okaloosa County,10,23,308
520,1996,39,53,33,WA,King County,10,27,342
521,1996,39,58,0,SS,Other Flows - Same State,52,105,787
522,1996,39,59,0,DS,Other Flows - Diff State,710,1631,15594
523,1996,39,59,1,DS,Other Flows - Northeast,75,146,1574
524,1996,39,59,3,DS,Other Flows - Midwest,129,288,2678
525,1996,39,59,5,DS,Other Flows - South,209,476,4617
526,1996,39,59,7,DS,Other Flows - West,297,721,6726
527,1996,39,57,9,FR,Foreign - Other flows,184,485,4331
528,1996,41,96,0,ID,Franklin County Tot Mig-US & For,247,679,6486
529,1996,41,97,0,ID,Franklin County Tot Mig-US,247,679,6486
530,1996,41,97,1,ID,Franklin County Tot Mig-Same St,49,151,1443
531,1996,41,97,3,ID,Franklin County Tot Mig-Diff St,198,528,5042
532,1996,41,16,41,ID,Franklin County Non-Migrants,2738,8581,77008
533,1996,41,49,5,UT,Cache County,91,249,2037
534,1996,41,49,35,UT,Salt Lake County,18,42,472
535,1996,41,16,5,ID,Bannock County,16,43,433
536,1996,41,49,57,UT,Weber County,12,27,303
537,1996,41,58,0,SS,Other Flows - Same State,33,108,1010
538,1996,41,59,0,DS,Other Flows - Diff State,77,210,2231
539,1996,43,96,0,ID,Fremont County Tot Mig-US & For,275,689,6405
540,1996,43,97,0,ID,Fremont County Tot Mig-US,275,689,6405
541,1996,43,97,1,ID,Fremont County Tot Mig-Same St,130,340,3297
542,1996,43,97,3,ID,Fremont County Tot Mig-Diff St,145,349,3108
543,1996,43,16,43,ID,Fremont County Non-Migrants,3392,9900,88374
544,1996,43,16,65,ID,Madison County,50,165,1223
545,1996,43,16,19,ID,Bonneville County,23,57,884
546,1996,43,16,5,ID,Bannock County,13,21,271
547,1996,43,16,51,ID,Jefferson County,13,28,365
548,1996,43,58,0,SS,Other Flows - Same State,31,69,556
549,1996,43,59,0,DS,Other Flows - Diff State,145,349,3108
550,1996,45,96,0,ID,Gem County Tot Mig-US & For,393,970,10600
551,1996,45,97,0,ID,Gem County Tot Mig-US,393,970,10600
552,1996,45,97,1,ID,Gem County Tot Mig-Same St,200,474,5531
553,1996,45,97,3,ID,Gem County Tot Mig-Diff St,193,496,5069
554,1996,45,16,45,ID,Gem County Non-Migrants,4160,10503,117011
555,1996,45,16,1,ID,Ada County,115,255,3563
556,1996,45,16,27,ID,Canyon County,31,82,674
557,1996,45,16,75,ID,Payette County,20,40,386
558,1996,45,58,0,SS,Other Flows - Same State,34,97,908
559,1996,45,59,0,DS,Other Flows - Diff State,193,496,5069
560,1996,47,96,0,ID,Gooding County Tot Mig-US & For,419,1096,8032
561,1996,47,97,0,ID,Gooding County Tot Mig-US,419,1096,8032
562,1996,47,97,1,ID,Gooding County Tot Mig-Same St,234,635,5155
563,1996,47,97,3,ID,Gooding County Tot Mig-Diff St,185,461,2877
564,1996,47,16,47,ID,Gooding County Non-Migrants,3846,9916,91379
565,1996,47,16,53,ID,Jerome County,64,216,1137
566,1996,47,16,83,ID,Twin Falls County,63,173,1584
567,1996,47,16,1,ID,Ada County,30,61,796
568,1996,47,16,63,ID,Lincoln County,14,36,275
569,1996,47,16,13,ID,Blaine County,11,28,298
570,1996,47,58,0,SS,Other Flows - Same State,52,121,1065
571,1996,47,59,0,DS,Other Flows - Diff State,185,461,2877
572,1996,49,96,0,ID,Idaho County Tot Mig-US & For,401,847,10106
573,1996,49,97,0,ID,Idaho County Tot Mig-US,401,847,10106
574,1996,49,97,1,ID,Idaho County Tot Mig-Same St,164,367,3634
575,1996,49,97,3,ID,Idaho County Tot Mig-Diff St,237,480,6472
576,1996,49,16,49,ID,Idaho County Non-Migrants,4455,10939,124821
577,1996,49,16,69,ID,Nez Perce County,29,65,692
578,1996,49,16,1,ID,Ada County,26,55,762
579,1996,49,16,61,ID,Lewis County,17,39,199
580,1996,49,16,57,ID,Latah County,15,26,321
581,1996,49,53,63,WA,Spokane County,12,21,284
582,1996,49,16,27,ID,Canyon County,10,21,150
583,1996,49,53,33,WA,King County,10,17,305
584,1996,49,58,0,SS,Other Flows - Same State,67,161,1511
585,1996,49,59,0,DS,Other Flows - Diff State,215,442,5883
586,1996,51,96,0,ID,Jefferson Count Tot Mig-US & For,414,1180,10781
587,1996,51,97,0,ID,Jefferson Count Tot Mig-US,414,1180,10781
588,1996,51,97,1,ID,Jefferson Count Tot Mig-Same St,266,764,6747
589,1996,51,97,3,ID,Jefferson Count Tot Mig-Diff St,148,416,4035
590,1996,51,16,51,ID,Jefferson Count Non-Migrants,4866,15326,146076
591,1996,51,16,19,ID,Bonneville County,155,426,4160
592,1996,51,16,65,ID,Madison County,32,107,805
593,1996,51,16,11,ID,Bingham County,21,53,533
594,1996,51,49,35,UT,Salt Lake County,18,46,488
595,1996,51,16,43,ID,Fremont County,11,36,175
596,1996,51,49,49,UT,Utah County,11,24,177
597,1996,51,58,0,SS,Other Flows - Same State,47,142,1073
598,1996,51,59,0,DS,Other Flows - Diff State,119,346,3369
599,1996,53,96,0,ID,Jerome County Tot Mig-US & For,586,1424,12719
600,1996,53,97,0,ID,Jerome County Tot Mig-US,586,1424,12719
601,1996,53,97,1,ID,Jerome County Tot Mig-Same St,354,863,7993
602,1996,53,97,3,ID,Jerome County Tot Mig-Diff St,232,561,4726
603,1996,53,16,53,ID,Jerome County Non-Migrants,4882,13059,137766
604,1996,53,16,83,ID,Twin Falls County,171,405,3702
605,1996,53,16,47,ID,Gooding County,47,110,999
606,1996,53,16,1,ID,Ada County,28,65,919
607,1996,53,32,7,NV,Elko County,18,49,550
608,1996,53,16,67,ID,Minidoka County,17,58,365
609,1996,53,16,13,ID,Blaine County,14,33,363
610,1996,53,16,31,ID,Cassia County,13,33,227
611,1996,53,58,0,SS,Other Flows - Same State,64,159,1418
612,1996,53,59,0,DS,Other Flows - Diff State,214,512,4176
613,1996,55,96,0,ID,Kootenai County Tot Mig-US & For,3252,6990,102363
614,1996,55,97,0,ID,Kootenai County Tot Mig-US,3227,6953,101872
615,1996,55,97,1,ID,Kootenai County Tot Mig-Same St,592,1272,15757
616,1996,55,97,3,ID,Kootenai County Tot Mig-Diff St,2635,5681,86115
617,1996,55,98,0,ID,Kootenai County Tot Mig-Foreign,25,37,491
618,1996,55,16,55,ID,Kootenai County Non-Migrants,29533,68730,1036896
619,1996,55,53,63,WA,Spokane County,570,1194,18373
620,1996,55,6,37,CA,Los Angeles County,138,292,6398
621,1996,55,16,17,ID,Bonner County,133,267,3237
622,1996,55,53,33,WA,King County,128,247,5734
623,1996,55,16,79,ID,Shoshone County,98,198,2482
624,1996,55,16,1,ID,Ada County,74,162,2301
625,1996,55,16,57,ID,Latah County,73,132,1938
626,1996,55,6,59,CA,Orange County,67,141,2147
627,1996,55,6,73,CA,San Diego County,51,105,2209
628,1996,55,16,9,ID,Benewah County,44,112,1064
629,1996,55,6,71,CA,San Bernardino Count,43,95,1082
630,1996,55,53,61,WA,Snohomish County,43,100,1488
631,1996,55,4,13,AZ,Maricopa County,40,89,1062
632,1996,55,16,21,ID,Boundary County,35,74,695
633,1996,55,16,69,ID,Nez Perce County,32,74,958
634,1996,55,6,65,CA,Riverside County,31,77,877
635,1996,55,6,111,CA,Ventura County,31,68,818
636,1996,55,6,67,CA,Sacramento County,27,66,813
637,1996,55,53,5,WA,Benton County,27,52,917
638,1996,55,53,53,WA,Pierce County,26,55,700
639,1996,55,2,20,AK,Anchorage Borough,25,39,782
640,1996,55,30,63,MT,Missoula County,24,43,547
641,1996,55,6,13,CA,Contra Costa County,23,48,1088
642,1996,55,6,97,CA,Sonoma County,22,50,497
643,1996,55,6,85,CA,Santa Clara County,21,36,880
644,1996,55,53,75,WA,Whitman County,20,39,533
645,1996,55,32,3,NV,Clark County,19,45,188
646,1996,55,32,31,NV,Washoe County,19,38,527
647,1996,55,41,67,OR,Washington County,18,44,765
648,1996,55,53,65,WA,Stevens County,18,43,520
649,1996,55,30,53,MT,Lincoln County,17,32,281
650,1996,55,30,13,MT,Cascade County,16,37,367
651,1996,55,49,35,UT,Salt Lake County,16,40,482
652,1996,55,53,11,WA,Clark County,16,35,522
653,1996,55,6,1,CA,Alameda County,15,26,503
654,1996,55,30,29,MT,Flathead County,14,37,352
655,1996,55,53,35,WA,Kitsap County,14,30,537
656,1996,55,53,71,WA,Walla Walla County,13,25,434
657,1996,55,53,77,WA,Yakima County,13,32,443
658,1996,55,57,5,FR,Foreign - APO/FPO ZIPs,13,21,453
659,1996,55,6,61,CA,Placer County,12,19,56
660,1996,55,4,19,AZ,Pima County,11,21,361
661,1996,55,6,19,CA,Fresno County,11,31,374
662,1996,55,6,29,CA,Kern County,11,23,184
663,1996,55,6,53,CA,Monterey County,11,18,277
664,1996,55,6,83,CA,Santa Barbara County,11,24,279
665,1996,55,6,89,CA,Shasta County,11,18,207
666,1996,55,8,41,CO,El Paso County,11,33,606
667,1996,55,16,19,ID,Bonneville County,11,27,397
668,1996,55,30,111,MT,Yellowstone County,11,26,479
669,1996,55,53,15,WA,Cowlitz County,11,22,224
670,1996,55,2,170,AK,Matanuska Susitna Bo,10,29,302
671,1996,55,6,77,CA,San Joaquin County,10,20,472
672,1996,55,16,27,ID,Canyon County,10,29,378
673,1996,55,41,39,OR,Lane County,10,24,139
674,1996,55,41,47,OR,Marion County,10,16,278
675,1996,55,41,51,OR,Multnomah County,10,16,195
676,1996,55,58,0,SS,Other Flows - Same State,82,197,2307
677,1996,55,59,0,DS,Other Flows - Diff State,909,2041,28816
678,1996,55,59,1,DS,Other Flows - Northeast,53,126,1520
679,1996,55,59,3,DS,Other Flows - Midwest,148,329,6880
680,1996,55,59,5,DS,Other Flows - South,164,365,4943
681,1996,55,59,7,DS,Other Flows - West,544,1221,15473
682,1996,55,57,9,FR,Foreign - Other flows,12,16,38
683,1996,57,96,0,ID,Latah County Tot Mig-US & For,1373,2591,31133
684,1996,57,97,0,ID,Latah County Tot Mig-US,1296,2503,30705
685,1996,57,97,1,ID,Latah County Tot Mig-Same St,502,964,9369
686,1996,57,97,3,ID,Latah County Tot Mig-Diff St,794,1539,21336
687,1996,57,98,0,ID,Latah County Tot Mig-Foreign,77,88,428
688,1996,57,16,57,ID,Latah County Non-Migrants,10145,22690,345908
689,1996,57,53,75,WA,Whitman County,97,185,2355
690,1996,57,16,1,ID,Ada County,89,165,1700
691,1996,57,16,69,ID,Nez Perce County,82,175,1855
692,1996,57,16,55,ID,Kootenai County,71,131,1236
693,1996,57,53,33,WA,King County,39,69,2151
694,1996,57,53,63,WA,Spokane County,37,72,802
695,1996,57,16,19,ID,Bonneville County,33,65,608
696,1996,57,16,27,ID,Canyon County,24,47,317
697,1996,57,16,17,ID,Bonner County,20,30,358
698,1996,57,16,83,ID,Twin Falls County,19,31,307
699,1996,57,16,35,ID,Clearwater County,17,28,378
700,1996,57,53,3,WA,Asotin County,17,31,507
701,1996,57,53,61,WA,Snohomish County,16,23,240
702,1996,57,4,13,AZ,Maricopa County,15,29,390
703,1996,57,16,5,ID,Bannock County,15,32,276
704,1996,57,16,49,ID,Idaho County,15,29,294
705,1996,57,16,79,ID,Shoshone County,15,35,273
706,1996,57,6,73,CA,San Diego County,14,24,297
707,1996,57,16,9,ID,Benewah County,13,30,254
708,1996,57,53,5,WA,Benton County,12,17,296
709,1996,57,16,13,ID,Blaine County,10,11,111
710,1996,57,16,65,ID,Madison County,10,23,111
711,1996,57,49,35,UT,Salt Lake County,10,18,135
712,1996,57,58,0,SS,Other Flows - Same State,69,132,1293
713,1996,57,59,0,DS,Other Flows - Diff State,537,1071,14163
714,1996,57,59,1,DS,Other Flows - Northeast,43,83,1290
715,1996,57,59,3,DS,Other Flows - Midwest,74,144,1813
716,1996,57,59,5,DS,Other Flows - South,86,183,2557
717,1996,57,59,7,DS,Other Flows - West,334,661,8503
718,1996,57,57,9,FR,Foreign - Other flows,77,88,428
719,1996,59,96,0,ID,Lemhi County Tot Mig-US & For,244,511,7344
720,1996,59,97,0,ID,Lemhi County Tot Mig-US,244,511,7344
721,1996,59,97,1,ID,Lemhi County Tot Mig-Same St,73,154,1860
722,1996,59,97,3,ID,Lemhi County Tot Mig-Diff St,171,357,5484
723,1996,59,16,59,ID,Lemhi County Non-Migrants,2496,5952,67655
724,1996,59,16,5,ID,Bannock County,10,20,239
725,1996,59,16,19,ID,Bonneville County,10,29,297
726,1996,59,32,31,NV,Washoe County,10,22,425
727,1996,59,58,0,SS,Other Flows - Same State,53,105,1324
728,1996,59,59,0,DS,Other Flows - Diff State,161,335,5059
729,1996,61,96,0,ID,Lewis County Tot Mig-US & For,131,323,3099
730,1996,61,97,0,ID,Lewis County Tot Mig-US,131,323,3099
731,1996,61,97,1,ID,Lewis County Tot Mig-Same St,64,149,1418
732,1996,61,97,3,ID,Lewis County Tot Mig-Diff St,67,174,1682
733,1996,61,16,61,ID,Lewis County Non-Migrants,1233,3058,45065
734,1996,61,16,69,ID,Nez Perce County,25,51,533
735,1996,61,16,49,ID,Idaho County,15,37,308
736,1996,61,58,0,SS,Other Flows - Same State,24,61,577
737,1996,61,59,0,DS,Other Flows - Diff State,67,174,1682
738,1996,63,96,0,ID,Lincoln County Tot Mig-US & For,111,282,2076
739,1996,63,97,0,ID,Lincoln County Tot Mig-US,111,282,2076
740,1996,63,97,1,ID,Lincoln County Tot Mig-Same St,69,193,1406
741,1996,63,97,3,ID,Lincoln County Tot Mig-Diff St,42,89,670
742,1996,63,16,63,ID,Lincoln County Non-Migrants,1027,2720,23320
743,1996,63,16,13,ID,Blaine County,16,39,360
744,1996,63,16,83,ID,Twin Falls County,13,28,361
745,1996,63,58,0,SS,Other Flows - Same State,40,126,684
746,1996,63,59,0,DS,Other Flows - Diff State,42,89,670
747,1996,65,96,0,ID,Madison County Tot Mig-US & For,483,1085,8854
748,1996,65,97,0,ID,Madison County Tot Mig-US,432,1030,8676
749,1996,65,97,1,ID,Madison County Tot Mig-Same St,203,490,4257
750,1996,65,97,3,ID,Madison County Tot Mig-Diff St,229,540,4420
751,1996,65,98,0,ID,Madison County Tot Mig-Foreign,51,55,178
752,1996,65,16,65,ID,Madison County Non-Migrants,4302,14430,148072
753,1996,65,16,43,ID,Fremont County,60,142,1068
754,1996,65,16,19,ID,Bonneville County,41,83,1075
755,1996,65,16,51,ID,Jefferson County,28,75,520
756,1996,65,16,5,ID,Bannock County,21,39,383
757,1996,65,49,49,UT,Utah County,17,43,267
758,1996,65,49,5,UT,Cache County,16,41,239
759,1996,65,49,35,UT,Salt Lake County,16,25,243
760,1996,65,58,0,SS,Other Flows - Same State,53,151,1211
761,1996,65,59,0,DS,Other Flows - Diff State,180,431,3670
762,1996,65,57,9,FR,Foreign - Other flows,51,55,178
763,1996,67,96,0,ID,Minidoka County Tot Mig-US & For,398,1072,7688
764,1996,67,97,0,ID,Minidoka County Tot Mig-US,398,1072,7688
765,1996,67,97,1,ID,Minidoka County Tot Mig-Same St,260,689,4799
766,1996,67,97,3,ID,Minidoka County Tot Mig-Diff St,138,383,2889
767,1996,67,16,67,ID,Minidoka County Non-Migrants,5278,14966,146429
768,1996,67,16,31,ID,Cassia County,165,467,3119
769,1996,67,16,1,ID,Ada County,26,51,466
770,1996,67,16,83,ID,Twin Falls County,19,50,306
771,1996,67,4,13,AZ,Maricopa County,10,30,228
772,1996,67,58,0,SS,Other Flows - Same State,50,121,908
773,1996,67,59,0,DS,Other Flows - Diff State,128,353,2661
774,1996,69,96,0,ID,Nez Perce Count Tot Mig-US & For,1044,2036,24806
775,1996,69,97,0,ID,Nez Perce Count Tot Mig-US,1032,2019,24741
776,1996,69,97,1,ID,Nez Perce Count Tot Mig-Same St,360,683,7839
777,1996,69,97,3,ID,Nez Perce Count Tot Mig-Diff St,672,1336,16901
778,1996,69,98,0,ID,Nez Perce Count Tot Mig-Foreign,12,17,66
779,1996,69,16,69,ID,Nez Perce Count Non-Migrants,12070,27083,428699
780,1996,69,53,3,WA,Asotin County,203,377,3967
781,1996,69,16,57,ID,Latah County,77,161,1953
782,1996,69,16,49,ID,Idaho County,58,92,1034
783,1996,69,16,35,ID,Clearwater County,52,98,1112
784,1996,69,16,61,ID,Lewis County,36,70,777
785,1996,69,16,1,ID,Ada County,33,62,803
786,1996,69,53,63,WA,Spokane County,31,71,778
787,1996,69,16,55,ID,Kootenai County,25,45,469
788,1996,69,53,33,WA,King County,24,44,1066
789,1996,69,53,53,WA,Pierce County,20,39,367
790,1996,69,53,75,WA,Whitman County,15,26,539
791,1996,69,16,79,ID,Shoshone County,12,15,280
792,1996,69,53,71,WA,Walla Walla County,12,19,298
793,1996,69,58,0,SS,Other Flows - Same State,67,140,1411
794,1996,69,59,0,DS,Other Flows - Diff State,367,760,9887
795,1996,69,59,1,DS,Other Flows - Northeast,14,24,500
796,1996,69,59,3,DS,Other Flows - Midwest,17,34,463
797,1996,69,59,5,DS,Other Flows - South,53,111,1646
798,1996,69,59,7,DS,Other Flows - West,283,591,7278
799,1996,69,57,9,FR,Foreign - Other flows,12,17,66
800,1996,71,96,0,ID,Oneida County Tot Mig-US & For,87,224,2377
801,1996,71,97,0,ID,Oneida County Tot Mig-US,87,224,2377
802,1996,71,97,1,ID,Oneida County Tot Mig-Same St,23,59,575
803,1996,71,97,3,ID,Oneida County Tot Mig-Diff St,64,165,1802
804,1996,71,16,71,ID,Oneida County Non-Migrants,1035,3028,30606
805,1996,71,49,3,UT,Box Elder County,16,62,588
806,1996,71,49,35,UT,Salt Lake County,12,28,312
807,1996,71,58,0,SS,Other Flows - Same State,23,59,575
808,1996,71,59,0,DS,Other Flows - Diff State,36,75,902
809,1996,73,96,0,ID,Owyhee County Tot Mig-US & For,358,959,7733
810,1996,73,97,0,ID,Owyhee County Tot Mig-US,358,959,7733
811,1996,73,97,1,ID,Owyhee County Tot Mig-Same St,218,564,4826
812,1996,73,97,3,ID,Owyhee County Tot Mig-Diff St,140,395,2907
813,1996,73,16,73,ID,Owyhee County Non-Migrants,2420,6517,55782
814,1996,73,16,27,ID,Canyon County,129,339,2593
815,1996,73,16,1,ID,Ada County,43,100,1420
816,1996,73,16,39,ID,Elmore County,19,54,327
817,1996,73,58,0,SS,Other Flows - Same State,27,71,486
818,1996,73,59,0,DS,Other Flows - Diff State,140,395,2907
819,1996,75,96,0,ID,Payette County Tot Mig-US & For,619,1478,14525
820,1996,75,97,0,ID,Payette County Tot Mig-US,619,1478,14525
821,1996,75,97,1,ID,Payette County Tot Mig-Same St,232,525,5255
822,1996,75,97,3,ID,Payette County Tot Mig-Diff St,387,953,9270
823,1996,75,41,45,OR,Malheur County,137,338,3055
824,1996,75,16,1,ID,Ada County,65,123,1439
825,1996,75,16,27,ID,Canyon County,61,148,1643
826,1996,75,16,87,ID,Washington County,35,85,572
827,1996,75,16,45,ID,Gem County,13,34,290
828,1996,75,16,3,ID,Adams County,10,24,159
829,1996,75,41,1,OR,Baker County,10,29,317
830,1996,75,58,0,SS,Other Flows - Same State,48,111,1152
831,1996,75,59,0,DS,Other Flows - Diff State,240,586,5898
832,1996,77,96,0,ID,Power County Tot Mig-US & For,139,358,3431
833,1996,77,97,0,ID,Power County Tot Mig-US,139,358,3431
834,1996,77,97,1,ID,Power County Tot Mig-Same St,86,237,2418
835,1996,77,97,3,ID,Power County Tot Mig-Diff St,53,121,1013
836,1996,77,16,77,ID,Power County Non-Migrants,2023,5753,62515
837,1996,77,16,5,ID,Bannock County,36,90,961
838,1996,77,16,11,ID,Bingham County,19,50,651
839,1996,77,58,0,SS,Other Flows - Same State,31,97,806
840,1996,77,59,0,DS,Other Flows - Diff State,53,121,1013
841,1996,79,96,0,ID,Shoshone County Tot Mig-US & For,393,874,9347
842,1996,79,97,0,ID,Shoshone County Tot Mig-US,393,874,9347
843,1996,79,97,1,ID,Shoshone County Tot Mig-Same St,147,317,3491
844,1996,79,97,3,ID,Shoshone County Tot Mig-Diff St,246,557,5856
845,1996,79,16,79,ID,Shoshone County Non-Migrants,4164,9336,108578
846,1996,79,16,55,ID,Kootenai County,90,178,1966
847,1996,79,53,63,WA,Spokane County,25,53,464
848,1996,79,16,1,ID,Ada County,12,32,412
849,1996,79,16,9,ID,Benewah County,11,27,258
850,1996,79,53,33,WA,King County,10,13,320
851,1996,79,58,0,SS,Other Flows - Same State,34,80,855
852,1996,79,59,0,DS,Other Flows - Diff State,211,491,5072
853,1996,81,96,0,ID,Teton County Tot Mig-US & For,255,507,7512
854,1996,81,97,0,ID,Teton County Tot Mig-US,255,507,7512
855,1996,81,97,1,ID,Teton County Tot Mig-Same St,44,113,1178
