id,dest_year,dest_countyfips,origin_statefips,origin_countyfips,origin_state,origin_county,returns,exempt,agi
15912,2012,5,16,31,ID,Cassia County,13,23,312
15913,2012,5,49,57,UT,Weber County,12,27,701
15914,2012,5,6,65,CA,Riverside County,11,33,547
15915,2012,5,16,53,ID,Jerome County,11,24,281
15916,2012,5,58,0,SS,Other flows - Same State,85,157,2688
15917,2012,5,59,0,DS,Other flows - Different State,683,1397,27968
15918,2012,5,59,1,DS,Other flows - Northeast,43,81,1989
15919,2012,5,59,3,DS,Other flows - Midwest,92,187,3861
15920,2012,5,59,5,DS,Other flows - South,173,358,6801
15921,2012,5,59,7,DS,Other flows - West,375,771,15317
15922,2012,5,57,9,FR,Foreign - Other flows,99,185,4067
15923,2012,7,96,0,ID,Bear Lake County Total Migration-US and Foreign,123,300,4485
15924,2012,7,97,0,ID,Bear Lake County Total Migration-US,123,300,4485
15925,2012,7,97,1,ID,Bear Lake County Total Migration-Same State,49,131,2176
15926,2012,7,97,3,ID,Bear Lake County Total Migration-Different State,74,169,2308
15927,2012,7,16,7,ID,Bear Lake County Non-migrants,1912,4741,88310
15928,2012,7,16,5,ID,Bannock County,19,43,487
15929,2012,7,16,29,ID,Caribou County,12,36,601
15930,2012,7,58,0,SS,Other flows - Same State,18,52,1088
15931,2012,7,59,0,DS,Other flows - Different State,74,169,2308
15932,2012,7,59,1,DS,Other flows - Northeast,0,0,0
15933,2012,7,59,3,DS,Other flows - Midwest,0,0,0
15934,2012,7,59,5,DS,Other flows - South,0,0,0
15935,2012,7,59,7,DS,Other flows - West,74,169,2308
15936,2012,9,96,0,ID,Benewah County Total Migration-US and Foreign,218,485,7756
15937,2012,9,97,0,ID,Benewah County Total Migration-US,218,485,7756
15938,2012,9,97,1,ID,Benewah County Total Migration-Same State,96,200,3221
15939,2012,9,97,3,ID,Benewah County Total Migration-Different State,122,285,4535
15940,2012,9,16,9,ID,Benewah County Non-migrants,3018,6739,125231
15941,2012,9,16,55,ID,Kootenai County,48,107,1418
15942,2012,9,53,63,WA,Spokane County,21,50,550
15943,2012,9,16,57,ID,Latah County,12,25,560
15944,2012,9,16,79,ID,Shoshone County,12,26,530
15945,2012,9,58,0,SS,Other flows - Same State,24,42,713
15946,2012,9,59,0,DS,Other flows - Different State,101,235,3985
15947,2012,9,59,1,DS,Other flows - Northeast,0,0,0
15948,2012,9,59,3,DS,Other flows - Midwest,0,0,0
15949,2012,9,59,5,DS,Other flows - South,10,26,587
15950,2012,9,59,7,DS,Other flows - West,91,209,3399
15951,2012,11,96,0,ID,Bingham County Total Migration-US and Foreign,972,2303,33173
15952,2012,11,97,0,ID,Bingham County Total Migration-US,972,2303,33173
15953,2012,11,97,1,ID,Bingham County Total Migration-Same State,584,1397,18793
15954,2012,11,97,3,ID,Bingham County Total Migration-Different State,388,906,14379
15955,2012,11,98,0,ID,Bingham County Total Migration-Foreign,0,0,0
15956,2012,11,16,11,ID,Bingham County Non-migrants,14169,38387,681258
15957,2012,11,16,19,ID,Bonneville County,199,486,6991
15958,2012,11,16,5,ID,Bannock County,177,392,5096
15959,2012,11,16,65,ID,Madison County,42,100,861
15960,2012,11,16,77,ID,Power County,33,104,2424
15961,2012,11,49,35,UT,Salt Lake County,31,85,1086
15962,2012,11,16,51,ID,Jefferson County,26,71,665
15963,2012,11,16,1,ID,Ada County,24,50,640
15964,2012,11,32,3,NV,Clark County,14,24,375
15965,2012,11,16,83,ID,Twin Falls County,12,27,235
15966,2012,11,4,13,AZ,Maricopa County,11,27,535
15967,2012,11,49,49,UT,Utah County,11,31,306
15968,2012,11,16,43,ID,Fremont County,10,28,235
15969,2012,11,58,0,SS,Other flows - Same State,61,139,1647
15970,2012,11,59,0,DS,Other flows - Different State,321,739,12077
15971,2012,11,59,1,DS,Other flows - Northeast,0,0,0
15972,2012,11,59,3,DS,Other flows - Midwest,34,63,810
15973,2012,11,59,5,DS,Other flows - South,67,138,2579
15974,2012,11,59,7,DS,Other flows - West,220,538,8687
15975,2012,11,57,9,FR,Foreign - Other flows,0,0,0
15976,2012,13,96,0,ID,Blaine County Total Migration-US and Foreign,623,1144,30265
15977,2012,13,97,0,ID,Blaine County Total Migration-US,623,1144,30265
15978,2012,13,97,1,ID,Blaine County Total Migration-Same State,227,461,10183
15979,2012,13,97,3,ID,Blaine County Total Migration-Different State,396,683,20082
15980,2012,13,98,0,ID,Blaine County Total Migration-Foreign,0,0,0
15981,2012,13,16,13,ID,Blaine County Non-migrants,8713,19068,802869
15982,2012,13,16,1,ID,Ada County,65,113,4325
15983,2012,13,16,83,ID,Twin Falls County,44,97,1748
15984,2012,13,16,63,ID,Lincoln County,29,55,646
15985,2012,13,53,33,WA,King County,27,45,1961
15986,2012,13,6,73,CA,San Diego County,16,19,617
15987,2012,13,6,37,CA,Los Angeles County,13,27,1033
15988,2012,13,6,59,CA,Orange County,13,28,862
15989,2012,13,16,53,ID,Jerome County,11,27,439
15990,2012,13,16,27,ID,Canyon County,10,23,257
15991,2012,13,58,0,SS,Other flows - Same State,68,146,2767
15992,2012,13,59,0,DS,Other flows - Different State,327,564,15609
15993,2012,13,59,1,DS,Other flows - Northeast,30,43,6287
15994,2012,13,59,3,DS,Other flows - Midwest,25,41,2748
15995,2012,13,59,5,DS,Other flows - South,59,109,3687
15996,2012,13,59,7,DS,Other flows - West,213,371,15462
15997,2012,13,57,9,FR,Foreign - Other flows,0,0,0
15998,2012,15,96,0,ID,Boise County Total Migration-US and Foreign,238,453,11354
15999,2012,15,97,0,ID,Boise County Total Migration-US,238,453,11354
16000,2012,15,97,1,ID,Boise County Total Migration-Same State,161,306,7197
16001,2012,15,97,3,ID,Boise County Total Migration-Different State,77,147,4157
16002,2012,15,98,0,ID,Boise County Total Migration-Foreign,0,0,0
16003,2012,15,16,15,ID,Boise County Non-migrants,2245,4906,115475
16004,2012,15,16,1,ID,Ada County,109,201,5423
16005,2012,15,16,27,ID,Canyon County,18,43,504
16006,2012,15,58,0,SS,Other flows - Same State,34,62,1269
16007,2012,15,59,0,DS,Other flows - Different State,77,147,4157
16008,2012,15,59,1,DS,Other flows - Northeast,0,0,0
16009,2012,15,59,3,DS,Other flows - Midwest,0,0,0
16010,2012,15,59,5,DS,Other flows - South,15,31,974
16011,2012,15,59,7,DS,Other flows - West,62,116,3183
16012,2012,15,57,9,FR,Foreign - Other flows,0,0,0
16013,2012,17,96,0,ID,Bonner County Total Migration-US and Foreign,1217,2511,60956
16014,2012,17,97,0,ID,Bonner County Total Migration-US,1217,2511,60956
16015,2012,17,97,1,ID,Bonner County Total Migration-Same State,322,666,10663
16016,2012,17,97,3,ID,Bonner County Total Migration-Different State,895,1845,50294
16017,2012,17,98,0,ID,Bonner County Total Migration-Foreign,0,0,0
16018,2012,17,16,17,ID,Bonner County Non-migrants,13941,29660,624834
16019,2012,17,16,55,ID,Kootenai County,189,390,6095
16020,2012,17,53,63,WA,Spokane County,106,211,3952
16021,2012,17,16,21,ID,Boundary County,48,102,1641
16022,2012,17,53,33,WA,King County,39,61,2496
16023,2012,17,53,51,WA,Pend Oreille County,32,66,624
16024,2012,17,6,37,CA,Los Angeles County,24,51,2293
16025,2012,17,53,61,WA,Snohomish County,22,54,842
16026,2012,17,16,1,ID,Ada County,18,33,869
16027,2012,17,16,57,ID,Latah County,17,29,513
16028,2012,17,4,13,AZ,Maricopa County,14,34,989
16029,2012,17,6,65,CA,Riverside County,13,27,629
16030,2012,17,6,59,CA,Orange County,11,19,496
16031,2012,17,6,73,CA,San Diego County,11,24,989
16032,2012,17,16,79,ID,Shoshone County,11,23,267
16033,2012,17,53,53,WA,Pierce County,11,21,324
16034,2012,17,32,3,NV,Clark County,10,22,957
16035,2012,17,58,0,SS,Other flows - Same State,39,89,1277
16036,2012,17,59,0,DS,Other flows - Different State,602,1255,35701
16037,2012,17,59,1,DS,Other flows - Northeast,34,59,1681
16038,2012,17,59,3,DS,Other flows - Midwest,90,213,7407
16039,2012,17,59,5,DS,Other flows - South,92,201,6233
16040,2012,17,59,7,DS,Other flows - West,386,782,20380
16041,2012,17,57,9,FR,Foreign - Other flows,0,0,0
16042,2012,19,96,0,ID,Bonneville County Total Migration-US and Foreign,2503,5870,93125
16043,2012,19,97,0,ID,Bonneville County Total Migration-US,2492,5846,91497
16044,2012,19,97,1,ID,Bonneville County Total Migration-Same State,1296,3125,40953
16045,2012,19,97,3,ID,Bonneville County Total Migration-Different State,1196,2721,50544
16046,2012,19,98,0,ID,Bonneville County Total Migration-Foreign,11,24,1628
16047,2012,19,16,19,ID,Bonneville County Non-migrants,33802,86890,2081386
16048,2012,19,16,11,ID,Bingham County,320,818,10861
16049,2012,19,16,51,ID,Jefferson County,282,680,8649
16050,2012,19,16,65,ID,Madison County,185,467,5262
16051,2012,19,16,5,ID,Bannock County,142,294,3917
16052,2012,19,16,1,ID,Ada County,97,195,3015
16053,2012,19,49,35,UT,Salt Lake County,62,146,2241
16054,2012,19,16,43,ID,Fremont County,55,129,1326
16055,2012,19,49,49,UT,Utah County,42,120,1236
16056,2012,19,49,5,UT,Cache County,40,114,1370
16057,2012,19,16,27,ID,Canyon County,38,85,1209
16058,2012,19,49,11,UT,Davis County,27,91,996
16059,2012,19,4,13,AZ,Maricopa County,26,55,843
16060,2012,19,32,3,NV,Clark County,26,79,1092
16061,2012,19,16,81,ID,Teton County,25,66,501
16062,2012,19,16,83,ID,Twin Falls County,19,55,673
16063,2012,19,53,33,WA,King County,19,29,889
16064,2012,19,6,67,CA,Sacramento County,17,34,631
16065,2012,19,16,57,ID,Latah County,17,35,372
16066,2012,19,49,53,UT,Washington County,17,36,865
16067,2012,19,49,57,UT,Weber County,17,39,429
16068,2012,19,6,71,CA,San Bernardino County,16,34,542
16069,2012,19,16,23,ID,Butte County,15,36,975
16070,2012,19,56,23,WY,Lincoln County,15,32,472
16071,2012,19,6,37,CA,Los Angeles County,14,21,502
16072,2012,19,53,5,WA,Benton County,14,27,1296
16073,2012,19,6,73,CA,San Diego County,13,31,359
16074,2012,19,12,86,FL,Miami-Dade County,13,14,377
16075,2012,19,56,39,WY,Teton County,13,32,401
16076,2012,19,6,65,CA,Riverside County,12,28,295
16077,2012,19,53,61,WA,Snohomish County,12,40,556
16078,2012,19,16,33,ID,Clark County,11,46,373
16079,2012,19,12,11,FL,Broward County,10,13,197
16080,2012,19,16,55,ID,Kootenai County,10,19,269
16081,2012,19,30,31,MT,Gallatin County,10,17,262
16082,2012,19,32,31,NV,Washoe County,10,20,267
16083,2012,19,53,11,WA,Clark County,10,16,336
16084,2012,19,58,0,SS,Other flows - Same State,80,200,3552
16085,2012,19,59,0,DS,Other flows - Different State,741,1653,34091
16086,2012,19,59,1,DS,Other flows - Northeast,57,110,3003
16087,2012,19,59,3,DS,Other flows - Midwest,122,280,5566
16088,2012,19,59,5,DS,Other flows - South,200,436,9711
16089,2012,19,59,7,DS,Other flows - West,362,827,15811
16090,2012,19,57,9,FR,Foreign - Other flows,11,24,1628
16091,2012,21,96,0,ID,Boundary County Total Migration-US and Foreign,288,602,11062
16092,2012,21,97,0,ID,Boundary County Total Migration-US,288,602,11062
16093,2012,21,97,1,ID,Boundary County Total Migration-Same State,88,170,2271
16094,2012,21,97,3,ID,Boundary County Total Migration-Different State,200,432,8791
16095,2012,21,98,0,ID,Boundary County Total Migration-Foreign,0,0,0
16096,2012,21,16,21,ID,Boundary County Non-migrants,3546,8337,144937
16097,2012,21,16,17,ID,Bonner County,42,77,868
16098,2012,21,16,55,ID,Kootenai County,28,52,904
16099,2012,21,53,63,WA,Spokane County,12,24,289
16100,2012,21,58,0,SS,Other flows - Same State,18,41,498
16101,2012,21,59,0,DS,Other flows - Different State,188,408,8502
16102,2012,21,59,1,DS,Other flows - Northeast,0,0,0
16103,2012,21,59,3,DS,Other flows - Midwest,15,36,514
16104,2012,21,59,5,DS,Other flows - South,26,57,1352
16105,2012,21,59,7,DS,Other flows - West,147,315,6636
16106,2012,21,57,9,FR,Foreign - Other flows,0,0,0
16107,2012,23,96,0,ID,Butte County Total Migration-US and Foreign,56,140,2082
16108,2012,23,97,0,ID,Butte County Total Migration-US,56,140,2082
16109,2012,23,97,1,ID,Butte County Total Migration-Same State,39,92,1505
16110,2012,23,97,3,ID,Butte County Total Migration-Different State,17,48,577
16111,2012,23,16,23,ID,Butte County Non-migrants,810,2057,37741
16112,2012,23,58,0,SS,Other flows - Same State,39,92,1505
16113,2012,23,59,0,DS,Other flows - Different State,17,48,577
16114,2012,23,59,1,DS,Other flows - Northeast,0,0,0
16115,2012,23,59,3,DS,Other flows - Midwest,0,0,0
16116,2012,23,59,5,DS,Other flows - South,0,0,0
16117,2012,23,59,7,DS,Other flows - West,17,48,577
16118,2012,25,96,0,ID,Camas County Total Migration-US and Foreign,32,70,1206
16119,2012,25,97,0,ID,Camas County Total Migration-US,32,70,1206
16120,2012,25,97,1,ID,Camas County Total Migration-Same State,20,35,807
16121,2012,25,97,3,ID,Camas County Total Migration-Different State,12,35,399
16122,2012,25,16,25,ID,Camas County Non-migrants,319,713,16247
16123,2012,25,58,0,SS,Other flows - Same State,20,35,807
16124,2012,25,59,0,DS,Other flows - Different State,12,35,399
16125,2012,25,59,5,DS,Other flows - South,0,0,0
16126,2012,25,59,7,DS,Other flows - West,12,35,399
16127,2012,27,96,0,ID,Canyon County Total Migration-US and Foreign,5153,11673,176010
16128,2012,27,97,0,ID,Canyon County Total Migration-US,5124,11619,175082
16129,2012,27,97,1,ID,Canyon County Total Migration-Same State,2809,6285,91826
16130,2012,27,97,3,ID,Canyon County Total Migration-Different State,2315,5334,83256
16131,2012,27,98,0,ID,Canyon County Total Migration-Foreign,29,54,928
16132,2012,27,16,27,ID,Canyon County Non-migrants,56963,148951,2433630
16133,2012,27,16,1,ID,Ada County,1858,4035,61369
16134,2012,27,16,73,ID,Owyhee County,176,475,5816
16135,2012,27,16,75,ID,Payette County,125,296,3697
16136,2012,27,41,45,OR,Malheur County,90,227,2712
16137,2012,27,16,83,ID,Twin Falls County,84,168,2179
16138,2012,27,16,45,ID,Gem County,82,212,3463
16139,2012,27,4,13,AZ,Maricopa County,68,151,2314
16140,2012,27,6,37,CA,Los Angeles County,65,145,2254
16141,2012,27,16,39,ID,Elmore County,55,138,1731
16142,2012,27,16,5,ID,Bannock County,54,97,1568
16143,2012,27,53,33,WA,King County,50,102,1823
16144,2012,27,16,19,ID,Bonneville County,48,113,1724
16145,2012,27,6,73,CA,San Diego County,47,98,1799
16146,2012,27,32,3,NV,Clark County,43,110,1875
16147,2012,27,49,35,UT,Salt Lake County,43,114,1566
16148,2012,27,6,71,CA,San Bernardino County,40,98,1673
16149,2012,27,6,65,CA,Riverside County,39,91,1115
16150,2012,27,16,87,ID,Washington County,38,96,1068
16151,2012,27,16,85,ID,Valley County,33,72,1149
16152,2012,27,53,61,WA,Snohomish County,33,75,1999
16153,2012,27,53,53,WA,Pierce County,32,84,1066
16154,2012,27,6,59,CA,Orange County,29,59,1130
16155,2012,27,57,5,FR,Foreign - APO/FPO ZIPs,29,54,928
16156,2012,27,6,67,CA,Sacramento County,28,53,781
16157,2012,27,53,11,WA,Clark County,27,54,790
16158,2012,27,41,39,OR,Lane County,26,48,671
16159,2012,27,16,55,ID,Kootenai County,24,43,728
16160,2012,27,16,57,ID,Latah County,24,45,527
16161,2012,27,41,51,OR,Multnomah County,24,57,661
16162,2012,27,53,63,WA,Spokane County,24,62,697
16163,2012,27,6,111,CA,Ventura County,23,53,724
16164,2012,27,32,7,NV,Elko County,23,55,1476
16165,2012,27,41,17,OR,Deschutes County,23,59,537
16166,2012,27,41,47,OR,Marion County,23,47,849
16167,2012,27,41,59,OR,Umatilla County,23,56,1029
16168,2012,27,16,65,ID,Madison County,22,66,498
16169,2012,27,41,67,OR,Washington County,22,46,802
16170,2012,27,2,20,AK,Anchorage Municipality,20,43,989
16171,2012,27,32,31,NV,Washoe County,20,51,845
16172,2012,27,16,31,ID,Cassia County,19,49,639
16173,2012,27,6,85,CA,Santa Clara County,18,44,982
16174,2012,27,16,15,ID,Boise County,18,35,603
16175,2012,27,6,29,CA,Kern County,17,27,806
16176,2012,27,6,61,CA,Placer County,17,45,734
16177,2012,27,16,13,ID,Blaine County,17,28,624
16178,2012,27,49,49,UT,Utah County,17,50,734
16179,2012,27,6,13,CA,Contra Costa County,16,41,1177
16180,2012,27,6,97,CA,Sonoma County,16,35,354
16181,2012,27,6,95,CA,Solano County,15,40,1198
16182,2012,27,15,3,HI,Honolulu County,15,29,352
16183,2012,27,16,53,ID,Jerome County,15,34,522
16184,2012,27,16,69,ID,Nez Perce County,15,28,464
16185,2012,27,6,89,CA,Shasta County,14,33,343
16186,2012,27,16,11,ID,Bingham County,14,45,329
16187,2012,27,41,1,OR,Baker County,14,36,402
16188,2012,27,53,67,WA,Thurston County,14,36,563
16189,2012,27,16,67,ID,Minidoka County,13,27,287
16190,2012,27,41,5,OR,Clackamas County,13,34,619
16191,2012,27,41,61,OR,Union County,13,23,373
16192,2012,27,53,5,WA,Benton County,13,24,263
16193,2012,27,53,77,WA,Yakima County,13,32,510
16194,2012,27,2,170,AK,Matanuska-Susitna Borough,12,22,566
16195,2012,27,4,15,AZ,Mohave County,12,25,366
16196,2012,27,6,19,CA,Fresno County,12,33,334
16197,2012,27,6,53,CA,Monterey County,12,27,326
16198,2012,27,17,31,IL,Cook County,12,26,447
16199,2012,27,49,11,UT,Davis County,12,30,669
16200,2012,27,49,57,UT,Weber County,12,27,429
16201,2012,27,16,47,ID,Gooding County,11,27,325
16202,2012,27,41,35,OR,Klamath County,11,27,323
16203,2012,27,48,141,TX,El Paso County,11,22,264
16204,2012,27,6,1,CA,Alameda County,10,17,1889
16205,2012,27,30,29,MT,Flathead County,10,25,285
16206,2012,27,53,35,WA,Kitsap County,10,29,483
16207,2012,27,58,0,SS,Other flows - Same State,64,156,2517
16208,2012,27,59,0,DS,Other flows - Different State,1069,2457,39067
16209,2012,27,59,1,DS,Other flows - Northeast,40,95,1774
16210,2012,27,59,3,DS,Other flows - Midwest,176,437,6823
16211,2012,27,59,5,DS,Other flows - South,294,623,10382
16212,2012,27,59,7,DS,Other flows - West,559,1302,20089
16213,2012,27,57,9,FR,Foreign - Other flows,0,0,0
16214,2012,29,96,0,ID,Caribou County Total Migration-US and Foreign,156,380,6185
16215,2012,29,97,0,ID,Caribou County Total Migration-US,156,380,6185
16216,2012,29,97,1,ID,Caribou County Total Migration-Same State,71,167,2348
16217,2012,29,97,3,ID,Caribou County Total Migration-Different State,85,213,3837
16218,2012,29,16,29,ID,Caribou County Non-migrants,2210,5659,127261
16219,2012,29,16,5,ID,Bannock County,30,56,828
16220,2012,29,58,0,SS,Other flows - Same State,41,111,1520
16221,2012,29,59,0,DS,Other flows - Different State,85,213,3837
16222,2012,29,59,3,DS,Other flows - Midwest,0,0,0
16223,2012,29,59,5,DS,Other flows - South,12,30,630
16224,2012,29,59,7,DS,Other flows - West,73,183,3207
16225,2012,31,96,0,ID,Cassia County Total Migration-US and Foreign,581,1549,19024
16226,2012,31,97,0,ID,Cassia County Total Migration-US,581,1549,19024
16227,2012,31,97,1,ID,Cassia County Total Migration-Same State,389,1060,12371
16228,2012,31,97,3,ID,Cassia County Total Migration-Different State,192,489,6653
16229,2012,31,98,0,ID,Cassia County Total Migration-Foreign,0,0,0
16230,2012,31,16,31,ID,Cassia County Non-migrants,6856,19419,312026
16231,2012,31,16,67,ID,Minidoka County,219,619,6783
16232,2012,31,16,83,ID,Twin Falls County,46,95,1494
16233,2012,31,16,1,ID,Ada County,27,58,885
16234,2012,31,4,13,AZ,Maricopa County,16,47,303
16235,2012,31,16,5,ID,Bannock County,16,48,774
16236,2012,31,16,53,ID,Jerome County,16,51,348
16237,2012,31,49,49,UT,Utah County,13,33,573
16238,2012,31,49,35,UT,Salt Lake County,12,30,374
16239,2012,31,49,5,UT,Cache County,11,30,387
16240,2012,31,16,19,ID,Bonneville County,10,29,559
16241,2012,31,58,0,SS,Other flows - Same State,55,160,1529
16242,2012,31,59,0,DS,Other flows - Different State,140,349,5015
16243,2012,31,59,1,DS,Other flows - Northeast,0,0,0
16244,2012,31,59,3,DS,Other flows - Midwest,15,42,638
16245,2012,31,59,5,DS,Other flows - South,36,98,1171
16246,2012,31,59,7,DS,Other flows - West,89,209,3207
16247,2012,31,57,9,FR,Foreign - Other flows,0,0,0
16248,2012,33,96,0,ID,Clark County Total Migration-US and Foreign,12,36,672
16249,2012,33,97,0,ID,Clark County Total Migration-US,12,36,672
16250,2012,33,97,1,ID,Clark County Total Migration-Same State,12,36,672
16251,2012,33,97,3,ID,Clark County Total Migration-Different State,0,0,0
16252,2012,33,16,33,ID,Clark County Non-migrants,244,672,9018
16253,2012,33,58,0,SS,Other flows - Same State,12,36,672
16254,2012,33,59,0,DS,Other flows - Different State,0,0,0
16255,2012,33,59,5,DS,Other flows - South,0,0,0
16256,2012,33,59,7,DS,Other flows - West,0,0,0
16257,2012,35,96,0,ID,Clearwater County Total Migration-US and Foreign,209,410,8514
16258,2012,35,97,0,ID,Clearwater County Total Migration-US,209,410,8514
16259,2012,35,97,1,ID,Clearwater County Total Migration-Same State,109,212,4001
16260,2012,35,97,3,ID,Clearwater County Total Migration-Different State,100,198,4513
16261,2012,35,98,0,ID,Clearwater County Total Migration-Foreign,0,0,0
16262,2012,35,16,35,ID,Clearwater County Non-migrants,2756,5779,120172
16263,2012,35,16,69,ID,Nez Perce County,55,110,2182
16264,2012,35,16,57,ID,Latah County,12,20,309
16265,2012,35,53,3,WA,Asotin County,10,17,278
16266,2012,35,58,0,SS,Other flows - Same State,42,82,1510
16267,2012,35,59,0,DS,Other flows - Different State,90,181,4235
16268,2012,35,59,1,DS,Other flows - Northeast,0,0,0
16269,2012,35,59,3,DS,Other flows - Midwest,0,0,0
16270,2012,35,59,5,DS,Other flows - South,0,0,0
16271,2012,35,59,7,DS,Other flows - West,90,181,4235
16272,2012,35,57,9,FR,Foreign - Other flows,0,0,0
16273,2012,37,96,0,ID,Custer County Total Migration-US and Foreign,170,387,6473
16274,2012,37,97,0,ID,Custer County Total Migration-US,170,387,6473
16275,2012,37,97,1,ID,Custer County Total Migration-Same State,114,267,4532
16276,2012,37,97,3,ID,Custer County Total Migration-Different State,56,120,1941
16277,2012,37,16,37,ID,Custer County Non-migrants,1536,3261,71804
16278,2012,37,16,23,ID,Butte County,31,72,1301
16279,2012,37,16,59,ID,Lemhi County,20,52,606
16280,2012,37,16,1,ID,Ada County,14,30,554
16281,2012,37,16,19,ID,Bonneville County,12,27,445
16282,2012,37,58,0,SS,Other flows - Same State,37,86,1626
16283,2012,37,59,0,DS,Other flows - Different State,56,120,1941
16284,2012,37,59,1,DS,Other flows - Northeast,0,0,0
16285,2012,37,59,3,DS,Other flows - Midwest,11,27,350
16286,2012,37,59,5,DS,Other flows - South,0,0,0
16287,2012,37,59,7,DS,Other flows - West,45,93,1591
16288,2012,39,96,0,ID,Elmore County Total Migration-US and Foreign,1147,2363,39401
16289,2012,39,97,0,ID,Elmore County Total Migration-US,983,2007,33532
16290,2012,39,97,1,ID,Elmore County Total Migration-Same State,264,554,8466
16291,2012,39,97,3,ID,Elmore County Total Migration-Different State,719,1453,25066
16292,2012,39,98,0,ID,Elmore County Total Migration-Foreign,164,356,5869
16293,2012,39,16,39,ID,Elmore County Non-migrants,8034,19167,325659
16294,2012,39,57,5,FR,Foreign - APO/FPO ZIPs,164,356,5869
16295,2012,39,16,1,ID,Ada County,115,232,4093
16296,2012,39,16,27,ID,Canyon County,31,70,885
16297,2012,39,2,20,AK,Anchorage Municipality,26,58,799
16298,2012,39,16,73,ID,Owyhee County,19,43,833
16299,2012,39,16,83,ID,Twin Falls County,18,40,527
16300,2012,39,4,13,AZ,Maricopa County,16,33,529
16301,2012,39,37,191,NC,Wayne County,15,47,884
16302,2012,39,48,29,TX,Bexar County,15,39,719
16303,2012,39,16,15,ID,Boise County,13,20,296
16304,2012,39,32,3,NV,Clark County,12,27,358
16305,2012,39,12,57,FL,Hillsborough County,11,23,348
16306,2012,39,2,90,AK,Fairbanks North Star Borough,10,22,479
16307,2012,39,53,33,WA,King County,10,10,221
16308,2012,39,58,0,SS,Other flows - Same State,68,149,1832
16309,2012,39,59,0,DS,Other flows - Different State,604,1194,20727
16310,2012,39,59,1,DS,Other flows - Northeast,22,43,691
16311,2012,39,59,3,DS,Other flows - Midwest,106,180,2909
16312,2012,39,59,5,DS,Other flows - South,254,515,9099
16313,2012,39,59,7,DS,Other flows - West,222,456,8028
16314,2012,39,57,9,FR,Foreign - Other flows,0,0,0
16315,2012,41,96,0,ID,Franklin County Total Migration-US and Foreign,249,597,9819
16316,2012,41,97,0,ID,Franklin County Total Migration-US,249,597,9819
16317,2012,41,97,1,ID,Franklin County Total Migration-Same State,44,100,2788
16318,2012,41,97,3,ID,Franklin County Total Migration-Different State,205,497,7031
16319,2012,41,98,0,ID,Franklin County Total Migration-Foreign,0,0,0
16320,2012,41,16,41,ID,Franklin County Non-migrants,3806,11028,169398
16321,2012,41,49,5,UT,Cache County,90,200,2553
16322,2012,41,16,5,ID,Bannock County,12,24,908
16323,2012,41,49,35,UT,Salt Lake County,10,22,151
16324,2012,41,49,57,UT,Weber County,10,21,333
16325,2012,41,58,0,SS,Other flows - Same State,32,76,1880
16326,2012,41,59,0,DS,Other flows - Different State,95,254,3993
16327,2012,41,59,1,DS,Other flows - Northeast,0,0,0
16328,2012,41,59,3,DS,Other flows - Midwest,10,21,372
16329,2012,41,59,5,DS,Other flows - South,14,42,802
16330,2012,41,59,7,DS,Other flows - West,71,191,2819
16331,2012,41,57,9,FR,Foreign - Other flows,0,0,0
16332,2012,43,96,0,ID,Fremont County Total Migration-US and Foreign,293,775,11500
16333,2012,43,97,0,ID,Fremont County Total Migration-US,293,775,11500
16334,2012,43,97,1,ID,Fremont County Total Migration-Same State,155,446,4571
16335,2012,43,97,3,ID,Fremont County Total Migration-Different State,138,329,6929
16336,2012,43,16,43,ID,Fremont County Non-migrants,3964,10490,158501
16337,2012,43,16,65,ID,Madison County,70,231,1904
16338,2012,43,16,19,ID,Bonneville County,21,51,616
16339,2012,43,16,1,ID,Ada County,11,21,255
16340,2012,43,16,51,ID,Jefferson County,11,37,329
16341,2012,43,58,0,SS,Other flows - Same State,42,106,1467
16342,2012,43,59,0,DS,Other flows - Different State,138,329,6929
16343,2012,43,59,1,DS,Other flows - Northeast,0,0,0
16344,2012,43,59,3,DS,Other flows - Midwest,0,0,0
16345,2012,43,59,5,DS,Other flows - South,22,52,1045
16346,2012,43,59,7,DS,Other flows - West,116,277,5884
16347,2012,45,96,0,ID,Gem County Total Migration-US and Foreign,520,1084,19229
16348,2012,45,97,0,ID,Gem County Total Migration-US,520,1084,19229
16349,2012,45,97,1,ID,Gem County Total Migration-Same State,303,670,10734
16350,2012,45,97,3,ID,Gem County Total Migration-Different State,217,414,8495
16351,2012,45,98,0,ID,Gem County Total Migration-Foreign,0,0,0
16352,2012,45,16,45,ID,Gem County Non-migrants,5370,12572,217351
16353,2012,45,16,1,ID,Ada County,146,295,4633
16354,2012,45,16,27,ID,Canyon County,81,207,2616
16355,2012,45,16,75,ID,Payette County,22,56,1791
16356,2012,45,58,0,SS,Other flows - Same State,54,112,1694
16357,2012,45,59,0,DS,Other flows - Different State,217,414,8495
16358,2012,45,59,1,DS,Other flows - Northeast,0,0,0
16359,2012,45,59,3,DS,Other flows - Midwest,10,15,656
16360,2012,45,59,5,DS,Other flows - South,27,39,798
16361,2012,45,59,7,DS,Other flows - West,180,360,7042
16362,2012,45,57,9,FR,Foreign - Other flows,0,0,0
16363,2012,47,96,0,ID,Gooding County Total Migration-US and Foreign,388,995,12719
