"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"40-44 years"	"40-44"	Suppressed	1465	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"45-49 years"	"45-49"	0	1620	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"50-54 years"	"50-54"	Suppressed	1489	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"55-59 years"	"55-59"	Suppressed	1181	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"60-64 years "	"60-64"	Suppressed	988	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"65-69 years"	"65-69"	12	785	Unreliable	789.9	2670.3	441.3	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"70-74 years"	"70-74"	11	577	Unreliable	951.7	3411.1	574.8	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"75-79 years"	"75-79"	18	442	Unreliable	2413.5	6436.1	959.9	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"80-84 years"	"80-84"	17	321	Unreliable	3085.1	8479.3	1284.5	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"85-89 years"	"85-89"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"90-94 years"	"90-94"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2008"	"2008"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"< 1 year"	"1"	Suppressed	560	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"1-4 years"	"1-4"	0	2278	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"5-9 years"	"5-9"	0	2562	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"10-14 years"	"10-14"	0	2369	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"15-19 years"	"15-19"	Suppressed	2057	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"20-24 years"	"20-24"	Suppressed	1417	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"25-29 years"	"25-29"	Suppressed	1767	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"30-34 years"	"30-34"	0	1832	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"35-39 years"	"35-39"	Suppressed	1558	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"40-44 years"	"40-44"	Suppressed	1467	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"45-49 years"	"45-49"	Suppressed	1637	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"50-54 years"	"50-54"	Suppressed	1548	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"55-59 years"	"55-59"	Suppressed	1238	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"60-64 years "	"60-64"	Suppressed	1064	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"65-69 years"	"65-69"	Suppressed	818	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"70-74 years"	"70-74"	14	620	Unreliable	1234.5	3788.6	603.5	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"75-79 years"	"75-79"	13	436	Unreliable	1587.6	5098.7	827.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"80-84 years"	"80-84"	23	305	7541.0	4780.3	11315.2	1572.4	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2009"	"2009"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	546	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	2272	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"5-9 years"	"5-9"	0	2628	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"10-14 years"	"10-14"	0	2450	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"15-19 years"	"15-19"	Suppressed	2070	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"20-24 years"	"20-24"	Suppressed	1374	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"25-29 years"	"25-29"	Suppressed	1745	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"30-34 years"	"30-34"	Suppressed	1876	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"35-39 years"	"35-39"	Suppressed	1623	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"40-44 years"	"40-44"	Suppressed	1423	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"45-49 years"	"45-49"	Suppressed	1595	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"50-54 years"	"50-54"	Suppressed	1612	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"55-59 years"	"55-59"	12	1294	Unreliable	479.2	1619.9	267.7	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"60-64 years "	"60-64"	Suppressed	1128	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"65-69 years"	"65-69"	10	821	Unreliable	584.1	2240.0	385.2	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"70-74 years"	"70-74"	10	655	Unreliable	732.1	2807.7	482.8	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"75-79 years"	"75-79"	15	461	Unreliable	1821.1	5366.6	840.1	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"80-84 years"	"80-84"	22	316	6962.0	4363.0	10540.6	1484.3	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"85-89 years"	"85-89"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"90-94 years"	"90-94"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2010"	"2010"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	505	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"1-4 years"	"1-4"	0	2182	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"5-9 years"	"5-9"	0	2664	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"10-14 years"	"10-14"	Suppressed	2530	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"15-19 years"	"15-19"	Suppressed	2026	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"20-24 years"	"20-24"	Suppressed	1376	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"25-29 years"	"25-29"	Suppressed	1660	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"30-34 years"	"30-34"	Suppressed	1927	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"35-39 years"	"35-39"	Suppressed	1653	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"40-44 years"	"40-44"	Suppressed	1433	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"45-49 years"	"45-49"	Suppressed	1532	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"50-54 years"	"50-54"	Suppressed	1652	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"55-59 years"	"55-59"	Suppressed	1406	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"60-64 years "	"60-64"	11	1189	Unreliable	461.8	1655.3	278.9	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"65-69 years"	"65-69"	11	858	Unreliable	640.0	2293.9	386.6	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"70-74 years"	"70-74"	17	672	Unreliable	1473.7	4050.4	613.6	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"75-79 years"	"75-79"	15	445	Unreliable	1886.6	5559.6	870.3	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"80-84 years"	"80-84"	15	331	Unreliable	2536.4	7474.4	1170.1	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"85-89 years"	"85-89"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"90-94 years"	"90-94"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2011"	"2011"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	496	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"1-4 years"	"1-4"	0	2076	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"5-9 years"	"5-9"	Suppressed	2766	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"10-14 years"	"10-14"	Suppressed	2563	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"15-19 years"	"15-19"	Suppressed	2050	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"20-24 years"	"20-24"	Suppressed	1480	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"25-29 years"	"25-29"	Suppressed	1610	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"30-34 years"	"30-34"	0	1985	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"35-39 years"	"35-39"	Suppressed	1688	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"40-44 years"	"40-44"	Suppressed	1438	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"45-49 years"	"45-49"	Suppressed	1482	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"50-54 years"	"50-54"	Suppressed	1660	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"55-59 years"	"55-59"	Suppressed	1435	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"60-64 years "	"60-64"	11	1223	Unreliable	449.0	1609.3	271.2	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"65-69 years"	"65-69"	Suppressed	921	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"70-74 years"	"70-74"	15	708	Unreliable	1185.8	3494.4	547.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"75-79 years"	"75-79"	17	477	Unreliable	2076.1	5706.2	864.4	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"80-84 years"	"80-84"	13	332	Unreliable	2084.9	6695.9	1086.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"85-89 years"	"85-89"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"90-94 years"	"90-94"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2012"	"2012"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	496	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"1-4 years"	"1-4"	0	1953	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"5-9 years"	"5-9"	Suppressed	2817	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"10-14 years"	"10-14"	Suppressed	2611	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"15-19 years"	"15-19"	Suppressed	2121	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"20-24 years"	"20-24"	Suppressed	1535	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"25-29 years"	"25-29"	Suppressed	1584	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"30-34 years"	"30-34"	Suppressed	1912	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"35-39 years"	"35-39"	Suppressed	1739	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"40-44 years"	"40-44"	Suppressed	1458	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"45-49 years"	"45-49"	Suppressed	1425	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"50-54 years"	"50-54"	Suppressed	1684	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"55-59 years"	"55-59"	11	1473	Unreliable	372.8	1336.2	225.2	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"60-64 years "	"60-64"	13	1243	Unreliable	556.9	1788.4	290.1	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"65-69 years"	"65-69"	10	971	Unreliable	493.9	1894.0	325.7	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"70-74 years"	"70-74"	21	740	2837.8	1756.7	4337.9	619.3	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"75-79 years"	"75-79"	19	507	Unreliable	2256.3	5852.2	859.7	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"80-84 years"	"80-84"	16	341	Unreliable	2681.9	7619.7	1173.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"85-89 years"	"85-89"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"90-94 years"	"90-94"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2013"	"2013"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"< 1 year"	"1"	0	485	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"1-4 years"	"1-4"	0	1898	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"5-9 years"	"5-9"	Suppressed	2851	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"10-14 years"	"10-14"	0	2657	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"15-19 years"	"15-19"	Suppressed	2179	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"20-24 years"	"20-24"	Suppressed	1490	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"25-29 years"	"25-29"	Suppressed	1552	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"30-34 years"	"30-34"	Suppressed	1822	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"35-39 years"	"35-39"	Suppressed	1822	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"40-44 years"	"40-44"	Suppressed	1485	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"45-49 years"	"45-49"	Suppressed	1374	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"50-54 years"	"50-54"	Suppressed	1613	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"55-59 years"	"55-59"	Suppressed	1558	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"60-64 years "	"60-64"	11	1233	Unreliable	445.4	1596.3	269.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"65-69 years"	"65-69"	12	1046	Unreliable	592.8	2004.0	331.2	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"70-74 years"	"70-74"	Suppressed	746	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"75-79 years"	"75-79"	16	524	Unreliable	1745.3	4958.6	763.4	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"80-84 years"	"80-84"	16	366	Unreliable	2498.8	7099.2	1092.9	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"85-89 years"	"85-89"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"90-94 years"	"90-94"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2014"	"2014"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"< 1 year"	"1"	0	451	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Jefferson County, ID"	"16051"	"2015"	"2015"	"1-4 years"	"1-4"	0	1833	Unreliable	0.0	0.0	0.0	0.0%
