"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"45-49 years"	"45-49"	Suppressed	663	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"50-54 years"	"50-54"	Suppressed	610	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"55-59 years"	"55-59"	Suppressed	531	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"60-64 years "	"60-64"	Suppressed	421	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"65-69 years"	"65-69"	Suppressed	370	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"70-74 years"	"70-74"	Suppressed	335	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"75-79 years"	"75-79"	16	278	Unreliable	3289.7	9346.4	1438.8	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"80-84 years"	"80-84"	Suppressed	168	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"85-89 years"	"85-89"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"< 1 year"	"1"	Suppressed	192	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"1-4 years"	"1-4"	Suppressed	667	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"5-9 years"	"5-9"	0	1000	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"10-14 years"	"10-14"	0	967	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"15-19 years"	"15-19"	Suppressed	957	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"20-24 years"	"20-24"	0	577	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"25-29 years"	"25-29"	Suppressed	622	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"30-34 years"	"30-34"	0	645	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"35-39 years"	"35-39"	Suppressed	823	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"40-44 years"	"40-44"	Suppressed	746	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"45-49 years"	"45-49"	Suppressed	702	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"50-54 years"	"50-54"	Suppressed	659	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"55-59 years"	"55-59"	Suppressed	540	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"60-64 years "	"60-64"	Suppressed	451	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"65-69 years"	"65-69"	Suppressed	405	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"70-74 years"	"70-74"	Suppressed	330	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"75-79 years"	"75-79"	10	272	Unreliable	1763.0	6761.2	1162.6	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"80-84 years"	"80-84"	15	184	Unreliable	4562.7	13445.8	2104.9	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2001"	"2001"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"< 1 year"	"1"	Suppressed	187	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"1-4 years"	"1-4"	0	705	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"5-9 years"	"5-9"	0	933	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"10-14 years"	"10-14"	Suppressed	1003	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"15-19 years"	"15-19"	Suppressed	874	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"20-24 years"	"20-24"	0	593	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"25-29 years"	"25-29"	0	626	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"30-34 years"	"30-34"	0	672	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"35-39 years"	"35-39"	0	760	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"40-44 years"	"40-44"	0	775	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"45-49 years"	"45-49"	Suppressed	705	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"50-54 years"	"50-54"	Suppressed	663	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"55-59 years"	"55-59"	Suppressed	530	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"60-64 years "	"60-64"	Suppressed	476	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"65-69 years"	"65-69"	Suppressed	445	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"70-74 years"	"70-74"	Suppressed	330	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"75-79 years"	"75-79"	Suppressed	251	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"80-84 years"	"80-84"	16	210	Unreliable	4355.0	12372.9	1904.8	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2002"	"2002"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"< 1 year"	"1"	Suppressed	193	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"1-4 years"	"1-4"	0	746	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"5-9 years"	"5-9"	0	942	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"10-14 years"	"10-14"	Suppressed	1020	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"15-19 years"	"15-19"	Suppressed	854	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"20-24 years"	"20-24"	Suppressed	614	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"25-29 years"	"25-29"	0	615	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"30-34 years"	"30-34"	Suppressed	702	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"35-39 years"	"35-39"	Suppressed	734	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"40-44 years"	"40-44"	Suppressed	796	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"45-49 years"	"45-49"	Suppressed	707	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"50-54 years"	"50-54"	Suppressed	668	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"55-59 years"	"55-59"	Suppressed	572	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"60-64 years "	"60-64"	Suppressed	507	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"65-69 years"	"65-69"	Suppressed	428	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"70-74 years"	"70-74"	Suppressed	322	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"75-79 years"	"75-79"	Suppressed	272	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"80-84 years"	"80-84"	11	205	Unreliable	2678.6	9601.0	1617.9	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"85-89 years"	"85-89"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2003"	"2003"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"< 1 year"	"1"	Suppressed	192	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"1-4 years"	"1-4"	Suppressed	662	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"5-9 years"	"5-9"	0	940	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"10-14 years"	"10-14"	0	982	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"15-19 years"	"15-19"	Suppressed	868	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"20-24 years"	"20-24"	Suppressed	603	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"25-29 years"	"25-29"	Suppressed	613	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"30-34 years"	"30-34"	Suppressed	652	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"35-39 years"	"35-39"	Suppressed	721	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"40-44 years"	"40-44"	0	789	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"45-49 years"	"45-49"	Suppressed	691	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"50-54 years"	"50-54"	Suppressed	719	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"55-59 years"	"55-59"	Suppressed	621	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"60-64 years "	"60-64"	Suppressed	531	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"65-69 years"	"65-69"	Suppressed	433	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"70-74 years"	"70-74"	Suppressed	334	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"75-79 years"	"75-79"	15	269	Unreliable	3120.9	9197.1	1439.8	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"80-84 years"	"80-84"	13	221	Unreliable	3132.1	10059.0	1631.5	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2004"	"2004"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"< 1 year"	"1"	Suppressed	183	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"1-4 years"	"1-4"	0	692	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"5-9 years"	"5-9"	0	872	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"10-14 years"	"10-14"	0	1005	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"15-19 years"	"15-19"	0	879	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"20-24 years"	"20-24"	Suppressed	622	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"25-29 years"	"25-29"	0	616	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"30-34 years"	"30-34"	0	641	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"35-39 years"	"35-39"	Suppressed	706	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"40-44 years"	"40-44"	Suppressed	760	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"45-49 years"	"45-49"	Suppressed	769	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"50-54 years"	"50-54"	Suppressed	712	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"55-59 years"	"55-59"	Suppressed	630	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"60-64 years "	"60-64"	Suppressed	531	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"65-69 years"	"65-69"	10	432	Unreliable	1110.0	4257.0	732.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"70-74 years"	"70-74"	15	323	Unreliable	2599.2	7659.5	1199.1	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"75-79 years"	"75-79"	Suppressed	267	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"80-84 years"	"80-84"	14	212	Unreliable	3610.3	11080.0	1764.9	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"90-94 years"	"90-94"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2005"	"2005"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"< 1 year"	"1"	Suppressed	192	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"1-4 years"	"1-4"	0	695	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"5-9 years"	"5-9"	Suppressed	866	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"10-14 years"	"10-14"	Suppressed	995	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"15-19 years"	"15-19"	0	861	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"20-24 years"	"20-24"	0	632	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"25-29 years"	"25-29"	0	643	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"30-34 years"	"30-34"	0	628	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"35-39 years"	"35-39"	Suppressed	683	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"40-44 years"	"40-44"	Suppressed	737	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"45-49 years"	"45-49"	Suppressed	792	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"50-54 years"	"50-54"	Suppressed	714	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"55-59 years"	"55-59"	Suppressed	678	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"60-64 years "	"60-64"	Suppressed	569	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"65-69 years"	"65-69"	Suppressed	452	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"70-74 years"	"70-74"	11	354	Unreliable	1551.2	5559.9	936.9	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"75-79 years"	"75-79"	Suppressed	272	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"80-84 years"	"80-84"	18	194	Unreliable	5498.9	14663.8	2186.9	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"90-94 years"	"90-94"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2006"	"2006"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2007"	"2007"	"< 1 year"	"1"	Suppressed	197	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2007"	"2007"	"1-4 years"	"1-4"	0	723	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2007"	"2007"	"5-9 years"	"5-9"	0	866	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2007"	"2007"	"10-14 years"	"10-14"	0	959	Unreliable	0.0	0.0	0.0	0.0%
